,id,claim
3449,42643,Georges Gilles de la Tourette described symptoms.
3451,108598,Freddie Highmore starred in the television series Bates Motel as Norman Bates.
3452,211865,See.SZA.Run is influenced by Jay-Z and Lil Kim.
3453,195144,Backing vocalists provide vocal harmony to another singer.
3454,85688,Coughing up blood in the morning is one symptom of pulmonary embolism.
3455,55152,"Loretta Sanchez was born on January 27, 1960."
3458,45438,Google Search searches for data based on information entered into a computer.
3459,155899,Manchester by the Sea is a movie.
3461,130027,"Mars is the site of Valles Marineris, one of the largest canyons in the Solar System."
3462,18397,Scandal plays rock music.
3464,72081,George Harrison got divorced due to infidelity in 1977.
3465,209101,Sennacherib's youngest son was Esarhaddon.
3469,14800,Benjamin Franklin was a spokesman.
3471,205127,Gaius Julius Caesar was the father of a daughter.
3472,29064,Barbarella is science fiction.
3473,99213,Virginia's largest export by monetary value is a computer component.
3474,128005,Cultists worship Cthulhu.
3475,69724,SpongeBob SquarePants is an American media franchise.
3476,94406,Yves Saint Laurent was celebrated in 1961.
3477,72300,Estonia in a European country to the north.
3479,173613,Hair (musical) won a Drama Desk Award.
3483,28892,Road House is a film.
3484,195139,A Backing vocalist's responsibility includes singing with the lead vocalist.
3485,16017,Kareena Kapoor had three commercial failures.
3487,83954,The American Civil War lasted 4 years.
3492,96033,There was an attempt to incorporate Cyprus into Italy.
3493,164414,Carey Hayes was born in June of 1961.
3495,39381,The Giver is a drama.
3496,225866,Revolver topped America's Most Wanted list for six weeks.
3500,173612,Hair (musical) won a Tony for best musical after its revival in 2009.
3501,38695,Ron Dennis is the Global Consultant for Minsheng Investment Corporation.
3506,26919,Google Search displays movie showtimes.
3508,131723,Henry III assumed the throne when his father died.
3509,156977,Kareem Abdul-Jabbar is a former basketball player.
3511,83042,Touch My Body is a 2008 music video.
3513,169933,Japan national football team had members attending college in 2002.
3515,87320,Anxiety has been linked with physical symptoms such as IBS.
3519,172317,Scream 2 is a classic slasher film.
3520,53852,SummerSlam was a thing.
3523,156300,Doxycycline may cause headaches.
3525,116148,Salman Rushdie was the writer of a novel published in 1981.
3526,112860,Boeing 787 Dreamliner was originally called by another name.
3529,103116,"Jack Dylan Grazer is a child actor, who is an American."
3531,76181,Night of the Living Dead had George A. Romero as its director in the beginning.
3534,55305,Deepika Padukone has received criticism.
3535,204305,The Latvian Soviet Socialist Republic was a republic of the Union of Soviet Socialist Republics.
3536,34000,The Romani people have music.
3542,107600,The Hunger Games film series' first film was produced by Gary Ross.
3546,188141,Stephen Moyer acted in a film adaptation of a the Prince Valiant comic.
3547,37400,General Motors had non-automotive brands.
3550,46754,Little Dorrit was originally published in serial form.
3554,153998,Dopamine induces neuromodulation.
3559,104850,Goldie Hawn had a car that lasted more than three decades.
3560,31138,Part of The Last Song (film) was filmed on a pier.
3563,37802,The Book of Mormon predated the Grammy Award for Best Musical Theater Album.
3565,112906,Jenny McCarthy began her career in 1995.
3566,222741,Practical Magic is based on a 1995 novel.
3568,68784,There is an island called Java.
3569,134828,Hinduism has texts.
3571,140462,SpongeBob SquarePants is a series.
3572,186004,Kyra Sedgwick played a role in a series.
3574,22620,Jon Bernthal stars in The Punisher.
3576,129434,Pocahontas was bilingual.
3579,78289,Temple of the Dog is the name of a band.
3585,49586,Johnny Van Zant still performs with sunglasses.
3586,60002,Granite is an igneous rock.
3589,188576,Pitch Perfect 2 centers on a university that is fictional.
3592,208901,The Monster is a work of music.
3593,82751,Paul von Hindenburg was a military officer.
3594,144855,Babur was a fighter.
3595,65494,GLOW was released on VHS.
3597,74325,"The Washington Monument is harder than marble, granite, and bluestone gneiss."
3604,152054,Uranium is an element.
3605,89804,One Flew Over the Cuckoo's Nest won Academy Awards.
3607,156157,A.J. Styles won a championship.
3610,79461,Olympic medals displayed the Parthenon from 1928 to 2004.
3612,21189,Spider-Man 2 was directed by Sam Raimi.
3614,105437,Psych (season 2) originally aired on a television channel.
3617,212218,"Gory Guerrero was born on January 11th, 1921."
3619,86552,Emperor Norton has international appeal.
3620,198562,Catherine Hardwicke is Texan.
3622,87586,Mom (TV series) has been nominated for Best Comedy Series at the Critics' Choice Television Awards.
3626,44381,"Richard Dawson died on October 5th, 2012."
3627,47228,Chris Bosh played with the basketball team in Miami.
3628,222161,Rehab won an Ivor Novello Award.
3629,140247,The Punisher is a TV series starring Jon Bernthal.
3630,151963,"Lee Daniels directed a movie based off the book ""Push."""
3634,121847,Internet access is the ability to connect to the internet.
3635,3348,Heaven Can Wait is a film adaptation of Harry Segall's play of the same name.
3641,65634,Syco is a company focused on entertainment.
3642,191881,Padua is the area's economic and communications hub.
3643,35416,"Azithromycin is available as a generic medication, sold as azithromycin."
3644,62420,Hinduism has the Sruti.
3647,51351,Pocahontas's mother's name was Matoaka.
3649,174628,The X-Files starred an actor.
3650,27148,Melilla has an area of 12.3 km2 within Africa.
3652,73557,Raja Hindustani is a film with a Indian based production team.
3658,205077,The Little Prince (2015 film) is a American French-Italian film.
3660,16376,Maximum Overdrive is a 1986 science fiction action horror comedy film.
3662,7782,A near-Earth object is one whose orbit brings it into proximity with Earth.
3667,204986,Tyler Perry is a professional writer.
3668,129657,Mikhail Prokhorov is the former chairman of Russia's largest silver producer.
3670,139330,One of the major features of Zoroastrianism is the belief and doctrine called messianism.
3671,113487,Faye Resnick has her own interior design business.
3672,114620,Kevin Costner has won things.
3673,81263,Shannon Lee is a businesswoman who has had success.
3675,8403,US Airways Flight 1549 had 155 people on board.
3677,224124,Celebrity Rehab with Dr. Drew aired on cable television.
3678,106468,The great white shark does not prefer to prey on cats.
3679,225746,"David Lloyd George was voted the third greatest British prime minister of the 20th century, after Winston Churchill."
3680,96128,Parkinson's disease causes symptoms.
3681,14610,James Brolin is an actor.
3689,127777,Exotic Birds achieved mostly local failure.
3690,9868,Google Search shows home listings.
3691,80487,Jed Whedon is a citizen.
3692,46959,Quay premiered in the 2010s.
3694,132703,Fred Seibert has a career as a record producer.
3707,52887,Freddie Highmore wrote in the television series Bates Motel.
3709,207001,Punch-Drunk Love was produced by two studios.
3712,142348,Ayananka Bose is an actress.
3713,11090,Hinduism contains a range of philosophies.
3720,25995,Linkin Park released Meteora in 2003.
3730,10150,The IPhone 4 has an advanced mobile operating system.
3735,89174,The Visigoths gradually adopted the culture of their Italian subjects.
3736,24311,"Florida State University was designated as a ""preeminent"" state university in 2013."
3737,37326,SummerSlam was held in 2001.
3743,188137,Stephen Moyer worked with Harrison Ford.
3747,30609,Matt Bomer's first middle name is Staton.
3749,17399,Super Bowl XLV was played at Cowboys Stadium.
3750,212244,Gory Guerrero was a professional athlete.
3751,16508,Henry Condell had a widow name Elizabeth.
3754,975,Doug Petrie appeared in a web-based film.
3755,223290,The Baja 1000 had Mickey Thompson as a participant in 1976.
3757,60756,Stomp the Yard features an American actress born in 1981 in a prominent role.
3763,151425,Hannah and Her Sisters is an American film.
3764,71100,There is a rock called Granite.
3765,162201,Ding Yanyuhang is a professional basketball player.
3766,217111,Innovation is often also seen as the application of better solutions that meet new requirements.
3769,166931,Baadshah was dubbed into Malayalam in 2002.
3770,72801,Riz Ahmed acted in a historical miniseries based on a British television series.
3771,160595,Jake Gyllenhaal had been signed to star in Jarhead but withdrew before production could begin.
3773,95459,Mandy Moore had a career in dance.
3776,177968,People get food from Trick-or-Treating.
3777,152804,Ed Gein had exhumed corpses from eight local graveyards.
3778,202309,The New Jersey Turnpike has rest areas named after notable Hoboken residents.
3783,13868,Ares is an Olympian.
3785,162213,Ding Yanyuhang was born in May of 1993.
3786,188142,Stephen Moyer and Ron Perlman worked together.
3787,160528,Malta claims to be the historical Melita that evicted Paul the Apostle.
3788,50529,Veep has won the Television Critics Association Award for Outstanding Achievement in Comedy.
3791,205133,Gaius Julius Caesar was a politician.
3792,48755,Maria Theresa ruled for 40 years.
3793,1709,The IPhone 4 was marketed by Apple Inc..
3795,34250,ASAP Rocky is a music video director and producer.
3796,118481,Some Kentucky inmates are executed by lethal injection instead of the electric chair.
3797,40876,2 Hearts was the first commercial single since Minogue was diagnosed with breast cancer and it was successful.
3798,187565,Dan Brown is the author of a bestselling novel from 2003.
3805,100233,The Fame sold 4.7 million digital copies or more.
3807,74475,Quay had its first public showing in Manhattan.
3813,88352,There is a CW series with Maggie Q as its star.
3819,164897,Hezbollah received combat training from Iran.
3822,6497,Louie (season 1)'s creator is Louis C.K.
3829,104747,Dulquer Salmaan received an award nomination.
3831,105049,Adam Lambert was the second openly gay artist to top the album charts.
3832,164045,"The Saturn Award for Best Fantasy Film is presented by the Academy of Science Fiction, Fantasy & Horror Films."
3834,226843,"Sejong the Great was born on May 15, 1397."
3836,135159,Edouard Seguin was employed with children with cognitive difficulties.
3839,45812,Coeliac disease may result in heightened risk of early death.
3841,4716,Moscovium is a synthetic element.
3844,76455,Ed and Lorraine Warren were wed.
3845,42209,The Selma to Montgomery marches were to demonstrate a desire.
3846,84209,Doug Petrie played three roles in Dr. Horrible's Sing-Along Blog.
3847,195510,William Howard Taft declined offers of candy to a federal court.
3848,162045,Benjamin Walker (actor) is a Catholic.
3850,29112,Battle of the Bastards aired in the United States.
3853,85062,Scandal is a band.
3856,12119,Yugoslavia was a place.
3858,172704,Northwestern University is a founding leader of the Big Ten Conference.
3859,195220,Kevin Bacon has worked with Barry Levinson.
3860,5652,Anne Boleyn lived in England in 1522.
3861,94344,The Challenge XXX: Dirty 30 is an event in The Challenge.
3863,31676,Jed Whedon is the son of a Carpenter.
3866,57557,"The Independent Spirit Awards are held in Santa Monica, California."
3868,12450,"According to some, Zoroastrianism's major features have been influential."
3873,47711,Jonah Hill starred in a movie.
3874,1989,Carol Danvers appears in comic books published by Marvel Comics.
3876,126740,Malta claims to be the historical Melita where Paul the Apostle was shipwrecked.
3877,41764,Mad Max: Fury Road was released in the 21st century.
3878,223489,Prague Castle attracts over 1.8 million visitors annually.
3880,69640,Pattie Boyd and George Harrison were married.
3882,166918,Baadshah was dubbed under the same name in 2002.
3883,10117,Barbarella is a 1968 film.
3888,56472,Tye Sheridan is a person.
3889,5974,"Deepika Padukone has acted in tragedies, horrors, and thrillers."
3892,212211,"Gory Guerrero died on April 12th, 1990."
3897,145824,The Dodo has been depicted with blue feet.
3899,29361,Harry Fraud refused to intern at a recording studio.
3901,93565,Westworld (TV series)'s first season has ten hour-long episodes.
3903,33844,The KGB was governed by army laws and regulations.
3905,160984,"Since 2011, Mamata Banerjee has actively served as Chief Minster of West Bengal."
3906,192192,"Sacre-Coeur, Paris is a spiritual site."
3907,44703,"In 1963, the Guthrie Theater's first building began operating."
3912,154812,Harry Fraud was unable to graduate high school.
3913,79429,The Vandals migrated around Europe.
3914,15899,Georgians arose from a place that was a kingdom in the Caucasus.
3915,52121,Trouble with the Curve is a film.
3916,152682,Brown University's main campus is located in Providence.
3920,81304,Mikhail Prokhorov is the former chairman of Polyus Gold.
3922,61817,Ronaldinho has scored 33 goals for the Brazil national football team.
3924,33573,See You on the Other Side was certified platinum in March 2006.
3927,58175,There is a mental disorder called Dissociative identity disorder.
3928,208922,The Monster is a restaurant by an American rapper.
3932,126568,Absinthe is allowed in the United States.
3933,13882,The American Civil War took place in the southern United States.
3936,149675,The Maze Runner won over a dozen awards.
3938,201574,A thunderstorm is a subclass of storm.
3939,125803,Jason Bourne is a book.
3941,56545,Temple Grandin stars Claire Danes in an Academy Award-winning role as Temple Grandin.
3942,43697,Times Higher Education World University Rankings is a printing of rankings done by the Times Higher Education (THE) magazine.
3944,115799,Taarak Mehta Ka Ooltah Chashmah is a situational comedy.
3946,24885,Jefferson Davis grew up on cotton plantations.
3947,160779,Malta claims to be the historical Melita that is mentioned in the biblical book the Acts of the Apostles.
3948,11146,Benzodiazepine is a type of medicine.
3949,23212,Aubrey Anderson-Emmons is an actress that is a child.
3951,40877,Hannah and Her Sisters' last scene takes place at a Thanksgiving dinner.
3952,88172,The oldest branch of physics is astronomy.
3953,68000,"Anthony Scaramucci was born on January 22, 1964."
3954,12948,Kaya Scodelario performed in teen drama Skins.
3958,162752,Aeneas is in Roman mythology.
3960,7032,The left hand side of the Trebbia River is the location of the Battle of the Trebia.
3961,195208,Kevin Bacon was in a 2004 film.
3962,9267,Edouard Seguin was employed in the United States.
3966,67721,The Maze Runner made 348 million American dollars.
3969,183504,Estelle Getty appeared in stage musicals.
3971,107089,Meghan Markle is a philanthropist.
3973,172300,Scream 2 was directed by Wes Craven in 1996.
3975,54871,Pearl (Steven Universe) projects a holographic alien body.
3976,205106,Gaius Julius Caesar was Roman.
3978,29530,Matt Bomer is a performer.
3989,21858,SpongeBob SquarePants is a highly rated series.
3993,106498,"Watertown, Massachusetts is a city."
3996,223498,Prague Castle feeds over 1.8 million visitors annually.
3997,115305,George A. Romero directed Night of the Living Dead.
3998,94247,Joni Mitchell stopped going on tour.
3999,50789,Sarah Hyland is American.
