,review
796,"This outing of Knotts includes one of his best sidekicks ever, Frank Welker. Welker makes the film. Knotts and Welker compete for the laughs and both receive plenty. Knotts works for a small ""no where"" town where the city is being run by some of the most ignorant officials. When things go wrong the city fathers, allow Knotts to take the fall. Frank Welker's character befriends Knotts and together they stumble together to clear up the mess and Knott's good name. This film shows the usual Knott's scared to death character that made him famous for years on television and film. This may have been Knotts' last good outing. When you have an extra 90 minutes, get a good old fashioned laugh a great icon, Don Knotts."
797,"Emma is a horribly flawed film based on Jane Austens classic novel. I have not read the book so I really didn't know that much about the plot, and yet I still predicted nearly the entire plot. There were also many scenes that frustrated me because of the bad writing or directing. The film is though for some reason very entertaining and I loved it. Of course there were all the scenes I disliked but the majority was well acted and funny. Gwyneth Paltrow gives one of her best performances as the heroine in Emma. The film also stars Toni Collette(Who has okay but has been much better) Ewan Mecgreger(Who has also been better but he is still very good here) Alan Cumming(Who I have never really been impressed with and is pretty much the same here) and Jeremy Northam(Who's performance is rather wooden at first look but actually fairly subtle, even if that was not what it needed) There have been much better adaptations of Jane Austen books but this one is still very entertaining and worth watching."
799,"Thank God this wasn't based on a true story, because what a story it is. Populated by despicable characters whose depravity knows no bounds, Before The Devil is a mesmerizing, jaw-dropping excursion into perversion which would be laughable (and sometimes is, even with - or perhaps because of - the sickeningly tragic undercurrent of human dysfunction throughout) if it weren't carried out with such magnificent, overwhelming conviction by its stars. The excellent script by Kelly Masterson and superb direction by none other than Sidney Lumet doesn't hurt either.<br /><br />The main dysfunction here is of a family nature, with the two majorly screwed up brothers (brilliant portrayals from Philip Seymour Hoffman and Ethan Hawke) deciding to rob their own parents' jewelry store, an attempt that goes pathetically awry.<br /><br />The story is told with time-shifts (which are noted on screen, such as: ""Charlie: Two Days Before The Robbery"", so no one should be confused); some people have said they didn't like this device but I thought it worked perfectly, adding to the skeweredness of the whole affair, considering that the two brothers in question are hardly playing with full decks - between them you couldn't make a decent poker hand to save your life. Throw in these cheesy extra tidbits: one of the brothers is a drug addict, married to Gina (Marisa Tomei, also excellent), who is having an affair with the other brother, toss in some monumental sibling rivalry, along with the fact that said drug addict brother hates his father (a wrenching performance from Albert Finney), who has apparently caused him serious past pain, and you've got a Shakespearean/Greek tragedy on your hands. Proceed with caution."
800,"If you want just about everything you want to know about WWII from multiple perspectives, this DVD delivers, you WILL learn new things guaranteed, so much so that you won't need any other documentary's on the subject. Get this, watch it, learn from it. Good for school use as well. As a bonus, watch this with Tora tora tora, saving private ryan, patton, band of brothers, a bridge too far, the longest day and other WWII epics along with this to make your knowledge of WWII even more complete. Sir Laurence Oliver's voice adds to the overall atmosphere of each episode in this 26 part series. Seriously you won't find a better WWII documentary set on the subject. PERFECT 10!!!"
801,"The movie was gripping from start to finish and its b/w photography of the American heartland is stunning. We feel we are right there with them as they cross the big sky country and then into Mexico and back to America again. Near the end of the movie, the reflection of the rain on Robert Blake looks like small rivers of sweat and tears rolling down his face. In the end, we follow them up the stairway to their final moment. <br /><br />The two criminals, performed by Robert Blake and Scott Wilson, as Perry Smith and Dick Hickock could be seen on any street in any town. Hickock is a smiling boy next door and Smith, the guy with stars in his eyes from the wrong side of town. This point is made in the movie and it always surprises us that criminals are no different in appearance than anyone else. Evil, even the most vile, is part of the human condition. These two delusional men kill an entire family, looking for a safe that isn't there. Once on the run, they start writing bad cheques, carving out a trail for the authorities.<br /><br />There are many fine supporting actors. I like John Forsyth as the detective on the case, Alvin Dewey. Also, Will Geer shines in a brief but excellent scene as the prosecuting attorney.<br /><br />I have often wanted to see this movie all the way through, having only caught it in short snatches; I did finally get to it after buying the DVD. The result is the finest classic crime movie I have ever seen.<br /><br />Don't miss this brilliant movie. To me, this is what great film-making is all about."
802,"This is a great show with total freshness and innovation. That usual chair (couch for a woman) host, that mandatory band playing monotonous tunes, the same old jokes, the same pattern copied from the days of Nebuchadnezzer ....probably the pattern of Johnny Carson, copied by one and all, Latterman, Leno, Conan... Daly, this show does not seem to have any of these.<br /><br />I fell in love with this show within the first 10 minutes and I am going to stick to it. Though it's too early to say that, this show seems to be devoid of any intellectual pretension most talk shows try so hard to project, and I hope that that is what would make this show different from all the rest. I hope that this show will last long!<br /><br />Returning back after months, I still love this show, and I love his self-deprecating humor (For example, his affirmation that only pothead loners would be home to watch his show at Saturday midnight and thus, the jokes are funny only to the stoned guys) which, however, does not involve the usual monkeying of Conan O'Brien, for example (I know it's a cardinal sin to be repelled by O'Brien's antics; but I do really dislike his style and repetitiveness). <br /><br />I again watched it the other night with Tom Arnold in it. Ferensen's spoof of Trading Spouses (and Nanny 911 in an earlier episode) are hilarious. Idiot paparazzi are fun, especially when a security guard cautions them against taking people's pictures, and (if I am not mistaken) they start taking his pictures shouting ""Gary Coleman"".<br /><br />Added on 16th April, 2007: Coming back once again, I am left confused by the neighbor and her dog. I cannot decide if it is a joke or a real thing. Either way, it was funny as hell.<br /><br />I do not expect Spike Feresten to read these pages, but maybe he does. He is crazier than a bunch of monkeys and so, I would better write down my suggestion here for him: I would like him to do a full 30 minute show with Crazy Gideon, the star of late night TV commercial. I would like Crazy Gideon to have an interview in Spike's talk show, sing a song (and play guitar), do a skit in the line of SNL, and also to answer questions from the audience regarding his potential mayorship of Los Angeles (I know, Crazy Gideon may not be aware of this, but there are websites detailing why he would be the perfect candidate for the post of the mayor of LA).<br /><br />God willing!<br /><br />Returning back on 14th July, 2007: Someone wrote here that the people who praised Spike's talkshow must be bribed by Spike. I confess that Spike really bribed me, but I must also confess that Rockefeller named me in his will and last night I had sex with Cindy Crowford."
803,"It's all about getting what you want when you want it. And the message of Bluebeard's Eighth WIfe is to be careful what you wish for, until what you wish for wishes for you.<br /><br />Most men have heard the stories about what happens when your sexual frustration isn't relieved and a certain part of your anatomy turning blue. Misogynistic pirates aside, Cooper plays a very wealthy man who is very accustomed to getting what he wants whenever he wants it, learning only too late that it wasn't what he expected and never learning his lesson until he runs into the feisty Claudette Colbert. Through a twisted (in soul and in practice) business deal, he ends up marring/buying her with the intent of bedding her, but she will have none of it (literally) and frustrates him at every turn, and corner, and room, and tourist attraction.<br /><br />The film has definite French sensibilities which means it has strong double-entendres and boudoir humor for the day and a sharp edge you're not accustomed to (and may not enjoy seeing) in either Cooper or Colbert. The whole reason I watched the film was because they are ""likable"" actors, and the whole point of this movie is that they're unlikable people, or at least likable people who have developed unlikable traits to protect themselves, they think, from the world. <br /><br />If you can accept it on its own terms you'll find satisfaction in this witty and sophisticated film...and satisfaction, as we said, is what it's all about. Such a movie with such a cast only comes around, after all, once in a...ummm...blue moon."
804,"Now i have read some negative reviews for this show on this website and quite frankly I'm appalled. For anyone to even think that the Sopranos is not Television then i'm afraid i don't know what the world has come to. Let me tell u something. I started watching many T.V shows like Lost, Prison Break, Dexter, Deadwood and even Invasion. But all of those shows lost their touch after the first season, especially Lost and Prison Break which i refuse to watch because the companies took 2 genius ideas and butchered them by making more than one season. Then we have The Sopranos. I can honestly say that this is the only television series that i have ever watched where i have been enthralled in all of its season, and more importantly all of its episodes. There is no department that this show doesn't excel in. Acting- Nothing short of superb. James Gandolfini is one of my favourite actors and i feel that his acting is absolutely stunning in every episode, after i heard that HBO wanted Ray Liotta to play Tony i felt that it would've been the better choice, however after watching the first few episodes, i knew that HBO had done a great job in casting James as Tony. The raw emotion he displays is superb. Then we have everyone else, Edie Falco, Michael Imperioli, Lorraine Bracco, Dominic Chianese (whom i remembered as Johnny Ola in the Godfather Part 2) and my personal two favourite characters Tony Sirico and Steve Van Zandt Paulie 'Walnuts' Gualtieri and Silvio Dante. All of these actors perform to the best quality, and all giving an excellent performance in each episode. Then we have the story, never have i been so sucked into a T.V show before. The story is nothing short of excellent. Each episode is directed superbly and the Score of this show is just fantastic. I feel that The Sopranos is one show that i can watch again and again and never get bored of. Its got everything from hilarious humour to brutal violence, but nonetheless it is and will always be the best thing to ever grace the Television, and I challenge anyone to find a real flaw in the show. Not just say its too violent, or they feel that the character of Tony is immoral, i mean it is a mafia show at the end of the day, i don't think that the characters are going to be very honest or loyal to God. I implore everyone to watch this show because believe me, you'll be hooked from the very first episode, i was and i have even gotten a few friends who had firstly refused to watch the show, hooked on it. Trust me when i say that this show is a Godsend compared to the crap that comes on T.V. After you've watched the first season, you'll inevitably agree with me when i once again say that this show dominates Television, and no T.V show current or future will ever upstage the marvel that is The Sopranos."
806,"Most people are totally unaware that this movie exists. Fox, which paid Judge to make it, has kept it in the can for quite awhile and then spent nothing to promote it. I guess that made many people think it was one of the garbage movies being flushed in late summer. Well, I am here to tell you that this is a funny and rather frightening look at a future that is not that hard to believe. Basically, Judge puts forward the notion that the stupid are outbreeding the smart by a wide margin. Then these stupid are getting more stupid, by basically spending all of their time watching TV and having sex, which produces more stupid people. By 2500, a person of average intelligence today, will appear to be a genius, that talks ""all faggy."" Seriously, is this really that hard to believe. Oh sure, this future is painfully funny and ridiculously stupid, but still plausible. Luke Wilson is great as the time traveling army guy, hopelessly trying to get back to a more comfortable time. Where this story will gain its cult status is with the numerous funny one-liners, like ""can we family style her"" and ""hey man, I'm 'bating here!"" This is a funny movie and a rather sharp social commentary on an American society that seems to be fatuated with self pleasure, comfort and stupidity, and I guarantee you that I will be buying this on DVD the first day it comes out and watching it over and over."
807,"This is a great, ridiculous horror movie that captures the essence of the mid to late 80s' obsession with how evil metal music supposedly was. I can remember being freaked out by metal teens when I was a kid. It doesn't help that I found a desecrated grave in my hometown's graveyard when I was ten. Turns out this weird metal kid had dug up some old bodies and used their bones in some weird sacrifice to satan. So maybe stuff like deterred me from metal for awhile, but I love it now, as a 24 year old.<br /><br />I bought this DVD used for 6 bucks and I expected it to suck due to the lame cover, but to my surprise, it ruled. It is all about the extreme demonic power of metal. And you gotta love a scene where a guitar shoots lazers and vaporizes headbangers in the crowd. This movie is awesome, if you love 80s metal and bad movies, this one's for you. 9/10!"
808,"While not quite as good as A Murder is Announced, which was not only delightful but almost surpassed the book, this is an excellent adaptation. And you know what, it is a huge improvement on the Geraldine McEwan version. Now I don't take pride in bad mouthing the Geraldine McEwan adaptations, two or three of them were surprisingly good, but others started off well but ruined by either a poor script, a confusing final solution or both. The Geraldine McEwan version suffered from a plodding pace, and both of the above problems, and I would consider second worst of the ITV adaptations, worst being Sittaford Mystery, which even on its own merits turned out dull and confusing. This adaptation of the book Nemesis is a huge improvement, it not only respects the book, despite a few liberties, but it pretty much rectifies the problems the ITV version had. Despite the added character of Lionel coming across as rather irritating, more to do with how he was written than how he was acted, and one or two moments of sluggish pacing, this is solid as an adaptation of a decent book. It is beautifully filmed, with nice photography and period detail, and the music as always is excellent. The performances are wonderful this time around, and make the most of an in general well-done script, with Joan Hickson brilliant as always as Miss Marple, and solid turns from Liz Fraser, Helen Cherry, Joanna Hole and Anna Cropper. Margaret Tyzack is outstanding though in a chilling and moving performance as Clothilde. Overall, well worth watching, better than the recent version in pretty much all departments. 9/10 Bethany Cox"
811,"This movie is among my favorite foreign films, some of the others are Amilee and My Life As a Dog. The similarities with those movies as with so many great foreign films, is that it takes a mundane slice of life and transforms it into a profound heartfelt lesson. <br /><br />In Japan, a man who is bored with his mundane life and the rut of his married life, sees a beautiful Japanese woman staring out the window of a dance studio. In the instant that it takes his train to pass, he is enthralled by her. But is it only by her beauty, by her faraway glance, or a connection that they will both discover that they share? <br /><br />Shall We Dance has memorable wonderful characters who have to deal with painful realities by transcending them through the world of dance. Breaking traditional moulds and stereo types of Japanese society, they risk all for happiness and find that joy is not too far away. It is one of those movies that is so magical and meaningful and, in itself, transcends the mundane by showing the true magic and miracle that life can be."
812,"As if the film were not of value in itself, this is an excellent way to get an overview of the novel as a preface to reading it. In the summer of 1968 I saw the film in NYC; that fall in graduate school, I read the book for the first time. Some of the pleasure in reading the novel was my memory of the scrupulously detailed film. And for better or worse--and I've now read and taught the novel for over three decades--Milo O'Shea is still Leopold Bloom."
813,"This film is a lyrical and romantic memoir told through the eyes an eleven year old boy living in a rural Cuban town the year of the Castro revolution. It is an obviously genuine worthy labor of love. <br /><br />The names CUBA LIBRE and CUBAN BLOOD are merely attempts to wrongly market this as an action film. DREAMING OF JULIA makes much more sense. It has more in common with European cinema than with RAMBO and the revolution is merely an inconvenience to people's daily lives and pursuits. That fact alone makes the film more honest than most works dealing with this time period in Cuban history.<br /><br />The excessive use of the voice-over narrator does undermine the story but the film makes up for it with unqualified clips from Hollywood films that say so much more visually than the narrator could.<br /><br />The comparisons to CINEMA PARADISO and are fair game as the film does wax melancholy about movies, but there is an underlying pain at the loss of a lifestyle that surpasses lost love. <br /><br />The revolution, like the film JULIE, never seems to have an ending."
814,"I saw ZP when it was first released and found it a major disappointment. Its script seemed forced and arch and too fakey '60s. It's politics too upfront and ridiculous. And let's face it, I was still under a love-spell known as BLOWUP : and I still haven't completely shaken it. Now the ""love"" is twisted up with all sorts of nostalgia it evokes and, oh well . . . Good Luck to me!<br /><br />But time marches on and time has been kind to ZP and time has been a teacher to me. I revisit this film about every ten years and it just gets better and better with age. And ZP is it's own ""experience""and is only really linked to BLOWUP through its creator, the late,great Mr. Antonioni.<br /><br />Twelve years ago, I had the great good fortune to see an absolutely pristine print, projected at its correct size (immense), restored by an Italian government cultural agency who knows a good work of art when they see it and knows the importance of keeping such a thing of beauty in good shape. To this day I remember the gasp from the audience when the first shot of Death Valley appeared. It was like a thousand volt visual shock Antonioni had intentionally delivered to wake us up to a new level of awareness. And indeed what follows from that point is an entirely different sort of ""place"".<br /><br />What is astonishing to me is how this film is coming into its own.<br /><br />I remember the second time around seeing it --- the early 80s --- I had begun to feel affection towards the film as a whole and towards Daria and Mark in particular. Whereas, before these two seemed like a smart-alecky shadow version of Zefferelli's Olivia and Leonard (read: Romeo and Juliet)they now were engaging me --- particularly The Girl in her insistent slo-motion-ality. She-took-her-time . . . To Live. Everything, EVERYTHING dies around her.<br /><br />Upon exciting the theater the daylight of Reality quickly began to erase my new found ""enjoyment"". The encroaching shoulder-padded, big haired 80s whispered ""But that's a hippie fantasy --- let it go""<br /><br />The force of Antonioni's vision had, I had realised, already worked itself inside of me the FIRST time around so I answered ""80s"" with an ""Uh-Huh"" and guarded my ""love"" secretly, possessively and jealously.<br /><br />But, this, then is what good art does it lives inside of you, and, if you wish it has its way and ""loves"" you back: secretly, jealously, and possessively. And you get ""changed"".<br /><br />Was thrilled to see that Turner Classic Movies had decided to show ZP in its March lineup. Undoubtedly, ZP must be seen on a gigantic screen so that it can truly take you into its constructed environment. But, hey, sometimes even a glimpse of the Beloved in a newspaper photo is no better than no glimpse at all.<br /><br />Today reality hit, ZP has been withdrawn mysteriously and replaced with the whiney antics of ALICE'S RESTAURANT.<br /><br />So, it is still too ""difficult"", too ""disturbing"", too ""what""?<br /><br />Maybe it's that, as with all good art, it Lives while everything dies around it. <br /><br />Peace."
816,"This is an interesting, hard to find movie from the early 70's starring Jan Michael Vincent as a young man who doesn't make the cut as a marine. Dressed in 'baby blue' outfits to humiliate them as they are sent home, the failed recruits are sent packing. Vincent stops at a bar and runs into a very young Richard Gere who has just returned from a tour in the Pacific as a hard-core Marine 'Raider'. Gere's character is already jaded and contemplating desertion, and he takes advantage of Vincent's innocence, stealing his 'baby blue' uniform after getting him drunk and beating him in an alleyway. Vincent's character, whose name is Marion, takes Gere's outfit and is suddenly transformed into a Marine 'Raider'. Marion hitch-hikes his way into Wyoming and stops at a little Norman Rockwell-like little town. In the local café he meets Rose Hudkins, who immediately catches his eye. Staying with Hudkins parents, Marion attracts all sorts of attention from the towns folks. Mr Hudkins suspects Marion and wonders how a Marine 'Raider' could still be so innocent. The story also brings up the Japanese Internment Camps, as the towns folks go 'hunting' 3 escapees. Marion is shot accidentally during this hunt. But there's still a happy ending, which befuddled me a bit. I would have preferred a little more drama! Anyway, this captures JMV at the peak of his 70's performances. BUSTER AND BILLIE, BABY BLUE MARINE and WHITE LINE FEVER in the mid-70's were amazingly good JMV performances. He was both an action star and a heart-throb all at the same time!!! He made a lot of quality movies during his career, and continued to do so up into the mid 80's with the great TV show Airwolf. He does a very good job in this as 'Hedge', quietly observing the way people treat him (in his uniform) as he travels across the country. He must have performed some of the stunt work as well- there is a harrowing river scene at the end of the movie-and it looks like he's the guy getting tossed down the river to me! But really, at the height of his popularity, this movie could have done so much more with JMV's talent and his looks. Innocence can only be so interesting. Evil, as explored in ""Buster and Billie"", is much more dramatic! Anyway, Glynnis O'Connor is delightful as Rose. The whole look of the movie is like a Norman Rockwell painting. The outdoor scenes are gorgeous - must have been filmed in Canada."
818,"Jäniksen vuosi is one of Jarva's most political movies. It takes stance strongly against modern day society's authority status in the life of the common man, and how it has estranged men from the nature completely. It challenges the whole concept of freedom and wealth in our welfare society.<br /><br />Vatanen (Antti Litja) - smothered buy the concrete jungle with all its rules and regulations - tries to rattle the chains of the society by escaping it all in to the wilderness of northern Finland - only to realize that the concept of a 'free country' isn't all that unambiguous, in other words, the society has the common man by the balls.<br /><br />Still the thing that makes Jäniksen vuosi so exceptional - besides the visual and humouristic brilliance - is how it seems to illustrate the whole political atmosphere in Finland in the 70's, as well as the whole identity of Finland as a nation. Vatanen is like an archetype of a classical finn in his solitudeness and social distantness. Since nature has always played such an important role in the national identity of us Finns, the whole idea of that being slowly taken away by the modern society makes Jäniksen vuosi emotionally exceptionally moving."
820,"After seeing Dick Tracy in the 6.99$ bin at Future Shop I decided to give it a go with no previous knowledge and being a big fan of Mafia and Crime movies. I was very surprised to see a very fun, smart entertaining movie with solid performances throughout. The movie moves along well, it has of course another solid performance from Warren Beatty, but the real standouts of the film are Al Pacino and Madonna. I was happy to find out that Pacino was nominated for his performance as an over the top gangster trying to take down the city. Madonna was great as the damsel in distress, she really impressed me and added depth to her performance. If you go in with the attitude of wanting to watch a fun, smart movie with great acting and a solid script then give Dick Tracy a try. I don't think you will be disappointed. And Watch for the cameos from Paul Sorvino, James Caan, Kathy Bates and Dustin Hoffman among others."
821,Send them to the freezer. This is the solution two butchers find after they discover the popularity of selling human flesh. An incredible story with humor and possible allegories that make it much more than a horror film. The complex characters defy superficial classification and make the story intriguing and worthwhile - if you can stand it. Definitely a dark film but also a bit redemptive.
822,"Wow! I picked this off the rental shelf because I loved Robert Carlyle and Jonny Lee Miller in 'Trainspotting.' This is a phenomenal movie; it has action, romance, suspense, intrigue and wit. When I wasn't laughing, I was at the edge of my seat. This is definitely a film I would recommend to people with an appreciation for intelligent dialogue and a fresh perspective of the 18th century. This film has everything to keep ME happy!"
823,"I don't know why some people criticise that show so much.<br /><br />It is a great, funny show - probably not the right material for mainstream prime-time, but still...<br /><br />The family dynamics are funny, and all in all the same you see in most comedy shows. The supporting characters are absolutely hilarious. The plots of the individual episodes and the frequent Siegfried & Roy jibes are only just above average, but ever so often you have sub-plots or one-liners that make you roll on the floor laughing.<br /><br />This show was well worth the 8 Pounds I paid for it.<br /><br />rating: 8/10"
825,"I found this to be a surprisingly light-handed touch at a 1950's culture-clash movie. John Wayne would hardly be one's first choice as a cultural attache, being about as diplomatic with his good intentions as a bull-run in Harrods. But this time he was left to play a part that was far more passive than his usual bluff persona, and he accomplished his task with style. The Duke was a guy who really could act well. His facial expressions and body language could be extremely subtle.<br /><br />Despite his considerable presence both as an actor and in terms of screen time, he failed to dominate this movie. Many of his good intentions came a cropper. He had authority over nobody, and the intermittent narrative was provided by the titular geisha to whom he was the barbarian.<br /><br />The story of American attempts to curry favour with an isolationist Japan was one of political intrigue rather than swashbuckling or hell-for-leather battles. I cannot comment on the accuracy of its research but the strangeness of the Oriental culture to western sensibilities was demonstrated well. There was a great deal of minutely-choreographed ceremony entailing what looked to this observer like authentic costume and props. The set pieces were complex and detailed. A lot of money and thought had been applied to it.<br /><br />The fractured romance between Wayne and his geisha added a little extra element, and stopped the movie becoming just a political or flag-waving effort. Script was good without being too wordy. There was a great deal of Japanese dialogue, but the lengthy periods of translation didn't interfere with the narrative. It was nice to see plenty of genuine orientals on the set. Whether or not they were Japanese, I couldn't say. But anyway they looked the part. At least the leads were not played by cross-dressing Caucasians, unlike other efforts such as 'Blood Alley' (yes, I know they were Chinese) 'The Inn Of The Sixth Happiness' or even 'The King And I'.<br /><br />Frankly, I enjoyed this more than any of those other movies. The script was better for a start. I never liked the songs in 'The King And I', and wasn't impressed by the heavy-laden anti-communist subtext of 'Blood Alley'. I confess to never having seen this work before and found it compared very favourably to many of The Duke's more popular outings.<br /><br />Recommended."
826,"I was so glad I came across this short film. I'm always so disappointed that short films are hard to come across, so when I saw this and saw that it was nominated for the Live Action Short Film at the Academy Awards, I was so pleased that I actually had a film that I was rooting for.<br /><br />The plot is pretty simple, the director, writer, and star Nacho Vigalondo tried coming up with a reason people would suddenly break out into a song and dance number like they do in movie musicals. The result is extremely entertaining and the song is actually really catchy.<br /><br />It's a well made short film, well edited and the actors all do a great job. And the last shot of the film is perfect.<br /><br />I highly recommend this film."
831,"OK, so it owes Pulp Fiction, but in my opinion has it's own voice and identity mainly because of the music-video direction style, sketch-like narrative and great performances. Thomas Jane delivers great (the drug-dealer show-down is extraordinary), Aaron Eckhart likewise. James LeGros has a short and effervescent appearance-great humor-""they got the Wong house"". The Porzikova interrogation and rape scene is memorable, as is Mickey Rourke's cameo appearance-""take a peak"".<br /><br />Great Hollywood popcorn B-production with strong performances of A-level aspirants and renegades(Rourke).<br /><br />Well, take a peak, it's worth."
832,"As far as I know the real guy that the main actor is playing saw his performance and said it was an outstanding portrayal, I'd agree with him. This is a fantastic film about a quite gifted boy/man with a special body part helping him. Oscar and BAFTA winning, and Golden Globe nominated Daniel Day-Lewis plays Christy Browna crippled man with cerebral palsy who spends most of his life on the floor, in a wheelchair and carried by his family. He has a special left foot though, he can write with it, paint with it and hold things with it. He learns to speak later in the film, it is very good for a guy like him. Also starring Home Alone 2's Oscar winning, and Golden Globe nominated Brenda Fricker as Mrs. Brown and BAFTA winning Ray McAnally as Mr. Brown. It was nominated the Oscars for Best Director for Jim Sheridan, Best Writing, Screenplay Based on Material from Another Medium and Best Picture, it was nominated the BAFTAs for Best Film, Best Make Up Artist and Best Adapted Screenplay. Daniel Day-Lewis was number 85 on The 100 Greatest Movie Stars, he was number 20 on The 50 Greatest British Actors, he was number 9 on Britain's Finest Actors, and he was number 15 on The World's Greatest Actor, and the film was number 28 on The 50 Greatest British Films. Outstanding!"
835,"The story has been told before. A deadly disease is spreading around... But the extra in this film is Peter Weller, his interpretation of Muller on the run is real. He is indeed a desperate person just going home to see his child. This person could be working next to you."
837,"As far as I know this was my first experience with Icelandic movies. It's such a relief to see something else than your regular Hollywood motion picture. Too bad that movies like this one have a small chance of succeeding in the big world. I can only hope that people watch this by accident, by recommendation or other...<br /><br />Because it's really worth while. I left the cinema feeling really sad. I couldn't get the tragic destiny's of the characters out of my head. And it impressed me even more when I thought of the complexity of the film. Not only was it a tragic story, it had excellent comic reliefs and a very good soundtrack.<br /><br />If you have the opportunity, watch it! It's really thought provoking and made me ponder a lot.<br /><br />"
838,"Very typical Almodóvar of the time and, in its own way, no less funny than many of his later works. And why is that? There is nothing to be provoked or shocked about, and I guess any such effect is more coincidental than intentional. No, the great humor stems from an underlying, almost surreal, absurdity that is woven into the scenery: The characters' nearly complete lack of taboo. It's the same kind of 'comic suspense' you find in his later works, though you'll find it in a more rough version here. He's building up for masterpieces to come, but is not yet there.<br /><br />The sole reviewer who commented on this movie before I did, claimed that it had to be a ""very select"" group of people who'd find this movie hilarious. I do."
839,"Once again, Doctor Who delivers the goods by the bucket load. It has humour (""You're just making it up as you go along!"" ""Yup, but I do it brilliantly""), action, monsters (in this case still more kick-ass cybermen), tragedy and scare tactics. In short, just what the doctor ordered (pun intended). The way that the emotions move from one to the other is done so well that there is no feeling of ""get on with it"". So, chalk up 3 out of the last 4 episodes that have made you laugh, then made you cry, and made you go ""eek"".<br /><br />In terms of character development, this is clearly the clincher for Noel Clarke's Mickey (and Ricky). Being one of the Doctor's companions, you know that he will do the right thing, and may even suspect the manner that he does it. However, it is still an emotional wrench when he confirms his future path.<br /><br />While ""The rise of the Cybermen"" had more of the sinister build up to terror, ""The Age of Steel"" is an all out blast. Like ""Alien"" compared to ""Aliens"" - both true classics, but in different ways. Can the series keep it up at this level? Let's hope so."
840,"A Brother's Promise is a wonderful family film. This is a biography of Dan Jansen, a champion Olympic speed skater. The movie depicts this athlete's life from a young age through full adulthood. The love and support of the family members is evident throughout. How Dan and the rest of his family handle winning and losing races is a life lesson for all of us. The commitment and determination of Dan's coach and his teammates, shows what it takes to make a real team. How Dan and his family deal with a devastating illness of a loved one is depicted without undo sentiment or sugarcoating. The faith of the family is shown in basic terms and is obviously a major part of their lives. This is a powerful family film which can be meaningful for a person of any age."
842,"Director Sidney Lumet has made some masterpieces,like Network,Dog Day Afternoon or Serpico.But,he was not having too much luck on his most recent works.Gloria (1999) was pathetic and Find Me Guilty was an interesting,but failed experiment.Now,Lumet brings his best film in decades and,by my point of view,a true masterpiece:Before the Devil Knows You're Dead.I think this film is like a rebirth for Lumet.This movie has an excellent story which,deeply,has many layers.Also,I think the ending of the movie is perfect.The performances are brilliant.Philip Seymour Hoffman brings,as usual,a magnificent performance and he's,no doubt,one of the best actors of our days.Ethan Hawke is also an excellent actor but he's underrated by my point of view.His performance in here is great.The rest of the cast is also excellent(specially,the great Albert Finney) but these two actors bring monumental performances which were sadly ignored by the pathetic Oscars.The film has a good level of intensity,in part thanks to the performances and,in part,thanks to the brilliant screenplay.Before the Devil Knows You're Dead is a real masterpiece with perfect direction,a great screenplay and excellent performances.We need more movies like this."
844,"I loved this film. I thought it would be easy to watch, and easy to forget. I ran out after watching this to buy the DVD, obv not easily forgotten!<br /><br />The script is brilliant, and the casting couldn't be more perfect. Each character has their moment, and I laughed hard throughout this film, comedic timing was spot-on.<br /><br />"
849,"i am not exactly how sure the accuracy is with this movie, but i can tell you that i was thoroughly entertained by this movie. the character of gust,played perfectly by Phillip Seymour Hoffman, was one of the most unique, yet entertaining characters in recent memory. this movie informed,yet managed to avoid preaching to the audience. it made me laugh, made me sad, made me feel alive, and glad to be spending the time to watch the movie. it takes no time to understand what is going on, and takes you on a roller coaster ride of genuine, human emotion. i thought i knew my history, apparently i didn't know it at all! i give this move 9 out of 10, and recommend it for all adults, and young adults, and the young at heart, just not the young. but as soon as they are allowed to see ""r"" rated movies, make it a priority."
850,"I must have seen this a dozen times over the years. I was about fifteen when I first saw it in B & W on the local PBS station.<br /><br />I bought a DVD set for the children to see, and am making them watch it. They don't teach history in School, and this explains the most critical event of the 20th Century. It expands their critical thinking.<br /><br />Impartially, with the participants on all sides explaining in their own words what they did and why, it details what lead up to the war and the actual war.<br /><br />Buy it for your children, along with Alistair Cooke's America. Watch it with them, and make them understand. You'll be so glad you did."
852,"and I for one think that is a good thing. I've just never been a Rosalind Russell fan although the original was my favorite RR movie. But I love Bette and was thrilled to hear she was making this.<br /><br />As for the rest of the production, I think it was slightly less than the original movie. One of my favorite minor characters in the original was Mazeppa with her scratchy fingernails-on-the-blackboard voice belting out ""HEY! It takes a lot more than no talent to be a strippah!"" and although I missed it, I was glad to see the producers had the guts not to do a carbon copy.<br /><br />I also liked the fact there are large portions of this movie which were filmed as if you are looking at a stage, it gives a feeling that you are in the theatre, not just at the movies.<br /><br />I think the other thing I liked about this production was that there seemed to be slightly less repetition of the song ""Let me entertain you"", which becomes completely annoying after about the 5th time you hear it."
853,"So real and surreal, all in one. I remember feeling like Tessa. Heck, I remember being Tessa. This was a beautiful vignette of a relationship ending. I especially liked the protesters tangent. It is nice to see symbolism in a movie without being smacked over the head with it. If you get the chance to see this, take it. It is well worth the 30 minutes."
