author
Nicole Holofcener
Xavier Dolan
Bill Carter
Gregg Lachow
Andrew Lawrence
Ingmar Bergman
Sam Hamm
Philippe Falardeau
Charles Chaplin
Sabrina Dhawan
Patty Jenkins
Catharina Junk
Alan Yuen
Anya Kochoff
Chris von Hoffmann
Pat Fielder
Gareth Edwards (V)
Jay Basu
Trevor Bentham
Barry Jenkins (III)
Ellen Simon
Brad Silberling
Charles F. Haas
Dean Craig
Qasim Basir
Michael Louis Albo
Bill Norton
Markus Imhoof
Seth W. Owen
Aline Brosh McKenna
Leland Orser
Mark Monroe
Jeremy Adams
Leon Capetanos
Aurora Guerrero
Paul Schrader
Daniel Peddle
Ana Asensio
Laura Brennan
Daniel Roby
Sandra Nettelbeck
Darren Aronofsky
Rodrigo García
Amber Coney
Darci Picoult
Katherine Dieckmann
Paige Cameron
Edward Pionke
Richard Hatem
Takeshi Kimura & Shinichi Sekizawa
Joseph Minion
Fraser C. Heston
Cameron Labine
Chuan Lu
Zhangke Jia
Adam Rifkin
Alison Murray
Ben Gourley
Godfrey Cheshire
Callie Kloves
Rene Feret
David Morris
Simon Kinberg
Orson Welles
Susan McMartin
Tim Herlihy
Robert Riskin
Stephen Metcalfe
Noah Baumbach
Karl Mueller
Zach Helm
Elmore Leonard
Bernard Rose
Jaco Van Dormael
Andrew Adamson
Max Landis
Sidney Buchman
Mike Leigh
Jeremy Brock
Eileen Atkins
Martin Sherman
Martyn Hesford
Ruth Sacks
Nicholas St. John
Joss Whedon
Steve Wolsh
Jeff Nichols
Roger S.H. Schulman
David Lynch
John Waters
Lawrence Kasdan
Stephen Vittoria
Arabella Cecil
Stephen Sommers
Bernard Schubert
Jerry Juhl
Neil Simon
Dan Gordon
Aubrey Wisberg
John Paxton
James Vanderbilt
Rowdy Herrington
Paul Dehn
Michael Green
Jeremy Saulnier
Nick Palumbo
Jean Cayrol
P.J. Hogan
Scott Mactavish
Gail Morgan Hickman
Jem Cohen
Marc Lawrence (II)
Charlie Peters
Daniel Anker
Pamela Gray (II)
Gary David Goldberg
Bill Plympton
Philip Eisner
Andrew Bujalski
Paul Fierlinger
Janet Kovalcik
Angelo Pizzo
Eric Walter
Jonas Chernick
Hanif Kureishi
Paul Hengge
Ronald Bass
Nia Vardalos
Sophie Goodhart
John Beaird
Dean Lorey
Eleanor Witcombe
Anthony Lover
Sally El Hosaini
Roger Michell
Dale Launer
Joe Barton
Billy Morrissette
Sacha Gervasi
Gail Gilchriest
Dash Shaw
Jonathan Holiff
Sean Brenden Brosnan
Jill Franklyn
Joan Carr-Wiggin
Marc Meyers
David Seltzer
Hector Babenco
Oren Jacoby
Bertrand Tavernier
Sergey Loznitsa
Amir Bar-Lev
Julian Kemp
Bruce Joel Rubin
Céline Sciamma
Liv Corfixen
Mike Reiss
Jin Mo-young
Paul Laverty
Ernesto Gastaldi
Hayao Miyazaki
Israel Horovitz
Gus Van Sant
Cédric Klapisch
Jennifer Fox
Hanif Kureishi
Emily Hagins
Don Payne
Adrian Hodges
Nicolas Mercier
Carlos Saboga
Rawson Marshall Thurber
Gregg Araki
Neil Cuthbert
Ivan Sen
Brian Helgeland
David Robert Mitchell
Kim Ki-duk
Robert Benton
Charles Holland
Emma Thompson
Emma Thompson
Robert J. Flaherty
Kenji Kamiyama
Keisuke Kinoshita
Joe Carnahan
Justin Trefgarne
Erik Parker
Mark Bechtel
Joan Tewkesbury
Sebastián Silva
Michael Verhoeven
Kevin Wheatley
Gary Preisler
Tim Firth
Adam Rifkin
Debbie Isitt
Debbie Isitt
Mike Rich
Phil Dusenberry
Min Byeong-cheon
Jonathan Nossiter
Robbie Pickering
Todd Rohal
Yu Yang
Neal Brennan
Bob Nelson
Peter Mullan
David Caesar
Rebecca Charles
Tim Boughn
Gabriel Mascaro
Andrew Kevin Walker
Jessica Sharzer
Paddy Chayefsky
John Michael Hayes
James Gibson
Ivan Kavanagh
Eliza Hittman
Lorenzo Semple Jr.
Thommy Hutson
Millard Kaufman
Luke Preston
Alan Yuen
Frank Whaley
Victoria Strouse
John Travis
Bilge Ebiri
Melville Shavelson
Elaine May
Alan Alda
Jason B. Kohl
Park Hoon-jung
Katherine Fugate
Adam Christian Clark
Edward Burns
Shaka King
Ben York Jones
Tom Ropelewski
Blair Cobb
Paul Haggis
Lorene Scafaria
Patrick Sheane Duncan
Martín Salinas
Raoul Ruiz
Adam Rifkin
Tanya Hamilton
John McGreevey
Sidney Lumet
David Raymond
Alan Sharp
Fred Dekker
Joe Augustyn
James Agee
Andy Selsor
Jim Jarmusch
Andrew Lyman-Clarke
Curtis Harrington
Tony Williamson
Lynette Singer
Clive Barker
Michael Hastings
Dan Gilroy
Frederick Mensch
Bill Cain
Rolfe Kanefsky
Wes Craven
Joseph Maddrey
Hugh Wheeler
William Peter Blatty
Pedro Peirano
Brent Butt
Charles Ferguson (III)
Will Wernick
Terry Green
Dennis Hackin
Danis Tanovic
Mark Sawers
Rajkumar Gupta
David Lawrence Cohen
Ethan Sandler
Steve Adams
Hal Hartley
Lee Jeong-beom
John Gay
Turk Pipkin
Stephen Bradley
Tyler Perry
Tom Ford (VIII)
David Hubbard
David Wall
Dagur Kári
Matthew Saville
Alan Hruska
Pierre Deschamps
Rustam Ibragimbekov
John McTiernan
Andrew Horn
Talton Wingate
Joseph Cedar
Ernest Lehman
Don Tait
Michael Seitzman
Jay Craven
Elaine John Constantine
Anh Hung Tran
Jean-Paul Jaud
Werner Herzog
Patricio Guzmán
David M. Solomons
Dan Schoffer
Brian Bird
David Chase
Mark Hartley
Michael Lucas
Anna Deavere Smith
Patrick Marber
Katrin Gebbe
Daniel Tucker
Rod Lurie
Jonathan W.C. Mills
Richard Curtis
Margaret Betts
David Atkins
Philippe Diaz
I. Marlene King
Ol Parker
Casey Robinson
Joseph L. McEveety
Ed Solomon
Matt Greenhalgh
Lee Myung-se
Marc H. Simon
Brad Kaaya
David Sherwin
Kleber Mendonça Filho
Chang-dong Lee
Michael Lindsay-Hogg
Wendy Wasserstein
Jody Hill
Gillian Robespierre
Saeko Himuro
Leigh Chapman
Donal Mosher
Ruba Nadda
Lewis Colick
Neil Simon
Stephen Sommers
Peter Ivan
Herman Raucher
Max Werner
Donald Freed
Laurent Becue-Renard
Brian Taggert
Joan Ackermann
John Hopkins
Mike Judge
Douglas Day Stewart
Joe Casey
Lech Majewski
Larry Gelbart
Andrew Bergman
Len Deighton
Bent Hamer
Rik Swartzwelder
Taylor Guterson
Johnny Ma
Mark Protosevich
David Mamet
Deborah Riley Draper
David Seltzer
Brian Taggert
Alan Jay Lerner
Christophe Honoré
Bruce Brown
Ildikó Enyedi
Ian McEwan
Ernest Thompson
Daniel Stiepleman
Hong Sang-soo
Lori Silverbush
Jose Rivera
J.J. Lask
Budd Schulberg
John Carney
Maclain Nelson
Laurence Fishburne
Quentin Tarantino
Robert Rodriguez
Riwia Brown
Neil Jordan
Savage Steve Holland
Scott Yagemann
Marcus Dean Fuller
Heywood Gould
Mark Romanek
Anthony Sabet
Barry Stringfellow
Milton Gelman
Robert Edwards
Wych Kaosayananda
Dode Levenson
Jeremy Frindel
Karen Croner
Asaph Polonsky
Takashi Doscher
Jules Furthman
Nicolas Winding Refn
Jim Jarmusch
Padraig Reynolds
Craig Storper
Michael Meredith
Chris Kentis
Nacho Vigalondo
John Cassavetes
Man-hee Lee
Matthew Orton
Ji Feng
Sharon Greene
Semi Chellas
Don Roos
Mike White
William A. Kirkley
Rona Munro
Federico Fellini
Gerard Stembridge
Alvin Sargent
Lee Kirk
James R. Webb
Trey Parker
Edward D. Wood Jr.
Aubrey K. Rattan
Michael Cristofer
Sally Potter
D.W. Griffith
Siddiq Barmak
Laura Jones
Marc Hyman
Jean François Halin
Peter Morgan
Tracey Jackson
Alvin Sargent
Samuel Galli
Nathan Parker
Fernando Vallejo
Hirokazu Koreeda
Jim McKay
Jon Zack
Martin Amis
Julia Marchese
Danielle Gardner
Scott Cooper
Daniel Mainwaring
Hans Petter Moland
James Dormer
Peter Hyams
Nick Love
Matt Nable
JT Mollner
Rae Brunton
Leslie Dixon
J.S. Cardone
Rob Gilmer
Nick Gaglia
Kikumi Yamagishi
Lamar Trotti
Anna Reeves
Daniel Pyne
Robert Ben Garant
John Bishop
David Hare
Pedro Almodóvar
Louis M. Heyward
Dorothy Kingsley
Todd Solondz
Preston Sturges
E. Max Frye
Gia Coppola
Dustin T. Benson
Albert Lewin
Robert Stone
Travis Milloy
Denne Bart Petitclerc
James Bridges
Alvin Sargent
Aaron Guzikowski
Diablo Cody
Sylvester Stallone
Bruce Beresford
Daryl Hannah
Gus Van Sant
Oren Peli
Christopher Landon
Christopher Landon
Chris Butler
Christopher Hawthorne
Dee Rees
Eleanor Coppola
Sophie Lellouche
Sam Shepard
Andrea Weiss
George Axelrod
John J. McLaughlin
Peter Landesman
Gaëlle Macé
Antoinette Nwandu
Charlie Peters
Matt Bissonnette
Jon Spaihts
Joe Fox
John Sayles
Philip Ridley
Carl Theodor Dreyer
Mitch Glazer
Steve Oedekerk
Yasuhiro Yoshiura
Jim Jarmusch
Daniel Giat
Satyajit Ray
Mike Le
Terry McMahon
Brian Malone
Patton Oswalt
Patton Oswalt
Andrew Hyatt
Stephen Kessler
Laurie Craig
Eric Rohmer
John Ennis
Leslie Dixon
Jennifer Baichwal
Christian Sesma
Bobby Roth
Cameron Crowe
John Waters
Peter Himmelstein
Leo Marks
Tina Gordon Chism
Anusha Rizvi
Judy Irving
Leslie Caveny
Morrie Ryskind
Jon Robin Baitz
James C. Strouse
Patrick Tilley
Wes Craven
Joseph L. Mankiewicz
Chad St. John
Chang-dong Lee
Diane Kurys
Robin Swicord
Ted Kupper
Sadayuki Murai
Gina Wendkos
Kim Fupz Aakeson
Anton Pardoe
John Lee Hancock
Isobel Lennart
Colette Burson
David Veloz
Mark O'Rowe
Daniel Lusko
Dustin Guy Defa
Ingmar Bergman
Robert Towne
Rebecca Miller
Craig Smith
Jeremy Slater
Stephen King
Richard Outten
Jay DiPietro
Will Gluck
Malcolm Marmorstein
Jacques Doillon
John Michael Hayes
Don Coscarelli
Don Coscarelli
Don Coscarelli
Don Coscarelli
Todd Robinson
Bernard C. Schoenfeld
Brian DePalma
Paul Thomas Anderson
Dean Koontz
Nicolás Goldbart
Mayo Simon
Nnegest Likké
Gerald DiPego
Stephen Mazur
Kenneth Bowser
David Mamet
Ron Nyswaner
Aaron Burt
Eddie Richey
Christian Petzold
Larry Cohen
Bill Phillips
Darren Aronofsky
Ronald Harwood
Jane Campion
Michael Haneke
Dana Nachman
Robert Bresson
Daniel Taradash
Cliff Green
Kate Melville
Peter Hedges
Nicolas Pesce
Jean-Luc Godard
Kim Ki-duk
Jamie Hannigan
Christine Crokos
Deborah Haywood
Wim Wenders
Leon Ichaso
Hugh Hartford
Michael Tully
John Eskow
Richard Curtis
Martyn Burke
Jeff Nathanson
Phil Vischer
Robert Benton
Edward D. Wood Jr.
Jeffrey M. Howard
John Hughes
Joe Stillman
Werner Boote
Woody Allen
Ron Shelton
Marc Fienberg
Michael A. Nickles
Ice Cube
Willard Carroll
Mark Haskell Smith
Neil Simon
Gary Ross
Isobel Lennart
Michael Golamco
Michael Ian Black
Zack Weiner
Tomasz Wasilewski
Mickey Keating
John Singleton
Chang-dong Lee
Adam Simon
Chloe King
Takeshi Shudo
Greg Francis
Jayson Rothwell
Blair Butler
Stephen J. Curwick
Stephen J. Curwick
Corneliu Porumboiu
Valerie Muller
John Waters
Shane Atkinson
Tony Burgess
Carter Crocker
Louis C.K.
Wim Wenders
Pier Paolo Pasolini
James R. Webb
Bertrand Bonello
David Kittredge
Céline Sciamma
Matthew Holness
Kelly Fremon Craig
Carlos Reygadas
Carrie Fisher
François Ozon
Joshua James
Victor Salva
Robert Mark Kamen
Garrison Keillor
Greg Taylor
Katie Ford
Stan Foster
Shlomi Eldar
Eugene Corr
Sonja Bennett
Pete Chatmon
Bill Kelly
Ido Haar
Christopher Denham
Theodore J. Flicker
Lim Sang-soo
Larry Ferguson
Josh Boone
Polly Platt
Paul Schneider
John Hughes
Gene Roddenberry
Skander Halim
Lorenzo Semple Jr.
J.F. Lawton
Boaz Yakin
Michael Walker (VI)
Stephen Beresford
Burr Steers
Richard Leder
Josh Reed
Robert Drew
Elaine May
Ben Younger
Shane Carruth
Sam de Jong
Terence Rattigan
David Gordon Green
John Leekley
Ron Nyswaner
Marc Forby
William Goldman
Michael Austin
Gina Wendkos
Shonda Rhimes
Annie deYoung
Neil Simon
Aaron Guzikowski
Tamara Jenkins
Rebecca Miller
Gordon Mitchell
Alan Brown
Jane Anderson
Richard Brooks
Angela Robinson
Jackie Chan
Michael Bacall
Katie Wech
J.S. Cardone
Kazuki Nakashima
Michael Hoffman
Jocelyn Moorhouse
Tony Gilroy
Nick Cave
Jessica Yu
David Lebrun
Joseph Stefano
Tom Holland
Yeon Sang-ho
Bret Wood
Mickey Keating
Scott Z. Burns
Howard Franklin
Maria Maggenti
Kiyoshi Kurosawa
George Butler
Adam Larson Broder
Guy Bennett
Paul Thomas Anderson
David Seltzer
Chris Lopata
Peter Watkins
S. Craig Zahler
Rex McGee
Celeste Marie Davis
Woody Allen
Matthew Read
Nicolas Winding Refn
Nicolas Winding Refn
Roy Huggins
Robert Downey Sr.
Matthew Porterfield
Uday Chopra
Adam MacDonald
Morgan Upton
Larry Cohen
Sidney Lumet
T'ien-wen Chu
Ronald Harwood
Peter Morgan
John Boorman
Lena Waithe
Erich von Stroheim
Curtis Harrington
Alex Ross Perry
Charles Beaumont
Werner Herzog
Gérard Brach
John Hill
Doug Wright
Paul Attanasio
Abel Ferrara
Hitoshi Matsumoto
Shagufta Rafique
Christine Olsen
David Cronenberg
Russell Brown (VI)
Barry Morrow
Jenny Lumet
Stewart Stern
David Schmidt
Steve Kloves
Mike Rich
Woody Allen
David Mickey Evans
John Alan Simon
Darren Longley
Rafael Moreu
William D. Wittliff
Lawrence Kasdan
John C. Higgins
Francis Ford Coppola
Howard R. Cohen
Linas Phillips
Carlos Saura
Sam Schreiber
Brian DePalma
Jacques Doillon
Vivek Anchalia
Calder Willingham
Benjamin Hessler
Devon Colwell
John Logan
Lucas Belvaux
Chris Matheson
Edward Riche
Charles MacArthur
Andy Breckman
Brad Bird
Branden Kramer
Zak Hilditch
Ted Griffin
Robin Aubert
Julia Ducournau
Clive Barker
Gilles Penso
Ray Romano
Robert Beaucage
John Herzfeld
David Hare
Gopimohan
Steven Brill
Quentin Dupieux
Helen Childress
Mateo Gil
Peter A. Dowling
Danny Strong
Ming-liang Tsai
Manu Diez
Michael Connors
Jonathan Greenberg
Gabe Polsky
Robert King
Daniel Taplitz
Ted Tally
Patrick Hughes
Spike Lee
Delmer Daves
Lindsay Shapero
Scott Cohen
Cameron Macgowan
Rodrigo Cortés
Gabe Polsky
Tony Grisoni
Tony Grisoni
Andrea Arnold
Arne Olsen
Justin Haythe
Kevin Smith
Simon Rumley
Brian DePalma
David Mamet
Reed Fish
Jarek Kupsc
Tom DeSimone
Jessica Goldberg
J.J. Abrams
Phillip Montgomery
Alejandro Amenábar
Mike Binder
Ehren Kruger
Don McGlynn
Bill Maher
Ruth Prawer Jhabvala
Peter Greenaway
Benjamin August
Jess Manafort
Gregory Allen Howard
Jon Stevenson
Shintaro Shimosawa
Ken Sanzel
Chad St. John
Alex Cox
Bob Logan
Bryce Hammons
Werner Herzog
Quentin Tarantino
Zha Muchun
Paul W.S. Anderson
Paul W.S. Anderson
Paul W.S. Anderson
Shotaro Suga
Shotaro Suga
Paul W.S. Anderson
Paul W.S. Anderson
Paul W.S. Anderson
Makoto Fukami
Jonathan Jakubowicz
Justin Benson
Jason Lew
Eugene M. Gussenhoven
Andrew Bujalski
Geoff Thompson
Adam Sussman
Amando de Ossorio
John Sayles
Liza Johnson
Jack DeWitt
Sam Hellman
Bruce Lee
Edward Bernds
Dan O'Bannon
Ken Wiederhorn
John Penney
Larry Cohen
William Massa
Yoav Factor
Coralie Fargeat
Martin Berkeley
Nicholas Kazan
Tim McCann
J.T.S. Moore
Justin Haythe
Amy Holden Jones
Billy Ray
Richard Pryor
Richard Pryor
Richard Pryor
Diablo Cody
Ricky Gervais
David Twohy
Burt Kennedy
Jack Nicholson
James Schamus
Mick Garris
Erlingur Thoroddsen
Ngai Choi Lam
Zack Stentz
Ehren Kruger
Michael Vickerman
Ehren Kruger
Jon Bernstein
Hiroshi Takahashi
Katherine Collins
Richard Collins
Mo Ogrodnik
Joseph Landon
David Lindsay-Abaire
Cüneyt Kaya
Ingmar Bergman
Don Houghton
Padraig Reynolds
Terrence McNally
Jamie M. Dagg
Kelly Reichardt
Frank Fenton
Thomas Riedelsheimer
Neal Jimenez
Dev Benegal
Everett De Roche
Abner Pastoll
Steven Gaydos
Abbe Wool
Jugal Hansraj
Noel Marshall
Jonathan Fernandez
James Goldman
David R. Schwartz
Brian Helgeland
Scott Fitzloff
Greg Pak
David N. Weiss
Brian O'Hara
John Stockwell
Mitch Glazer
John J. Budion
Ted Bafaloukos
Jeffrey Blitz
Jaideep Sahni
Lee Hall
Anthony Pelissier
Guy Ritchie
Sylvester Stallone
Sylvester Stallone
Sylvester Stallone
Sylvester Stallone
Peter Lennon
Sylvester Stallone
Jacques Doillon
Michael Moore
Dylan Kidd
Pablo Trapero
David Shaber
Alfonso Cuarón
Claude Lelouch
Dan Gilroy
John Turturro
Julian Fellowes
William Shakespeare
Phil Nibbelink
John Sacret Young
Geoffrey Wright
Nick Drake
Robin Schiff
Drew Barnhardt
Sam Harper
Emma Donoghue
Matthew Atkinson
Stuart Flack
Max Apple
Jeffrey Caine
Roman Polanski
Tom Stoppard
Jordan Galland
Jon Stewart
Gregory Poirier
Michael Larnell
Nunnally Johnson
Alan Jay Lerner
Quentin Dupieux
Toni Ann Johnson
Zoe Kazan
Carlos Cuarón
Kate Boutilier
Roger Avary
Stephen Gaghan
Tom Tykwer
Shane Connaughton
John Gay
Rajiv Shah (II)
Ricky Tollman
John Swab
Naomi Foner
Ryan Murphy
Jason Cabell
Kimberly Levin
Peter Morgan
Jeff Nathanson
Cédric Klapisch
Geoff Rodkey
Robert Bolt
Nathan Atkins
J.T. Petty
Skip Woods
Ronald Blumer
James Landis
Todd Haynes
Boaz Yakin
Dana Stevens
David Guggenheim
John Hamburg
Tony Aloupis
Derek Connolly
Stefan Haupt
Kelly O'Sullivan
Hue Rhodes
Paul Monash
Simon Beaufoy
Michael Wilson
Tony Gayton
Colin O'Donnell
Abdellah Taia
Kim Ki-duk
Amanda Kernell
Domonic Paris
Dan Forrer
Chris Roessner
Robert Anderson
Robert Gunter
David Mickey Evans
Carlos Lechuga
Romeo Muller
Robert Buckner
June Mathis
Ingmar Bergman
Sarah Silverman
Coley Sohn
James Felix McKenney
Dante Tomaselli
Damon Cardasis
Alan Sillitoe
Jesse V. Johnson
Howard A. Rodman
Tamara Jenkins
Duane Adler
Steve Shagan
Dale Rosenbloom
Alice Wu
Leigh Whannell
Ingmar Bergman
Cameron Crowe
Peter Paige
Matan Yair
Ellis St. Joseph
Barnaby Southcombe
W.J. Abbott
Oliver Stone
Asia Argento
Radu Jude
Matthew Miele
Ingmar Bergman
Kyle Killen
Steven Zaillian
Steven Soderbergh
John Landis
Alex van Warmerdam
Spike Lee
Michael Schorr
Kelly Fremon Craig
James Gunn (II)
Glenn Leopold
Rick Copp
Woody Allen
Matt Schrader
Stephen Kijak
Kevin Williamson
Laeta Kalogridis
Jon Hyatt
Neasa Hardiman
Richard Price
Gary Ross
Jeanie Finlay
Steven Zaillian
Malik Bendjelloul
Paul Humfress. Derek Jarman
Eric Merola
Tim McCanlies
Lewis John Carlino
Billy Ray
Gina Prince-Bythewood
Katrina Holden Bronson
Jean-Claude Brisseau
David Koepp
Alain Jakubowicz
Theresa Rebeck
Alan J. Pakula
Brent Tarnol
Drew Tobia
Don Mancini
Steven Weisman
John Hodge
Lorene Scafaria
Neil Simon
Monty Lapica
Paul Webb
Scot Armstrong
Walter Bernstein
Julius J. Epstein
Manish Pandey
Kim Ki-duk
Yeon Sang-ho
Julian Fellowes
Woody Allen
Tony Burgess
Michael Tully
Christopher Kyle
Marc Klein
Prune Nourry
Joss Whedon
Steven Knight
Craig Borten
John Waters
Adrienne Shelly
Harold Pinter
Katie Silberman
Art Cohn
Tom Hodgson
Lina Wertmüller
Rod Serling
Charles Beaumont
Grant Nieporte
Martin McDonagh
Ingmar Bergman
Kristian Fraga
Paul Viragh
Miles Brandman
Daniel Waters
Julio Medem
Michael Patrick King
Ally Walker
Sylvie Verheyde
Eric Bogosian
Catherine Breillat
Steven Soderbergh
Mike Binder
Julien Hernandez
Daryl Wein
Henry Edwards
Andy Breckman
Max Martini
Zhang Yimou
Ric Gibbs
Tom Bradby
Steven Katz
William Nicholson
Woody Allen
Jay Anania
Brad Mirman
Stirling Silliphant
Don Tait
Bobcat Goldthwait
Emmanuel Mouret
Sheldon Wilson
Ingmar Bergman
Hossein Amini
Daniel Hsia
Bi Feiyu
Thunder Levin
Thunder Levin
Thunder Levin
Thunder Levin
Thunder Levin
Mike MacLean
Rob Stewart (IX)
Robert Horn
Billy Ray
Frank Darabont
Henry Gayden
Amy Seimetz
Maren Louise Käehne
James Lee Barrett
Brian Cox (II)
Ben Zazove
Bertram Millhauser
Frank Gruber
Jennifer Peedom
Laurie Collyer
Michael Reich
Spike Lee
John Hughes
Adam Sherman
Alexandra McGuinness
John Cassavetes
Edward Burns
George Bricker
Eran Creevy
Dale Rosenbloom
Oren Uziel
David Seltzer
Robert Nelson Jacobs
Kang Je-kyu
Ramin Niami
Sarah Gubbins
Willy Russell
Joey Hartstone
Samuel Fuller
Ron McGee
Herman Yau
Wes Craven
Joseph Dorman
Michael Davis
Steve Markle
Spencer T. Folmar
Samson Raphaelson
Steve Martin
Hirokazu Koreeda
Miguel Pinero
Destin Daniel Cretton
Robert Rodriguez
Ric Roman Waugh
Jeff Nichols
Cess Silvera
Joe Eszterhas
Pearse Elliott
Christina Hodson
Matthew Bate
Scott B. Smith
Taylor Sheridan
Taylor Sheridan
Michael Moore
Richie Mehta
Chris Kenneally
Kathleen Slattery-Moschkau
Michael Sparaga
Charles Lane
Gustavo Taretto
Lindsey Beer
M. Night Shyamalan
Piyush Jha
Marquette Williams
Ted Tally
Akiva Goldsman
Roger Avary
Michael J. Bassett
Laura Lau
Carlos Reygadas
Jayson Rothwell
Joseph Fraley
Denis Osokin
Sam Shepard
Lesser Samuels
John Sayles
David O. Russell
Marnie Blok
Mark Steven Johnson
Antonio Campos
Andrew Niccol
Hal Hartley
Scott B. Smith
Steve Martin
Jeff Rothberg
Judith Roberts
Ben Chace
Agustín Díaz Yanes
John Logan
Jeff Steinberg
Garth Jennings
John Carney
Dennis Potter
Don Roos
Dick Maas
David Zeiger
Elizabeth Chandler
Paula Pell
Nina Paley
Michael Browning
John Guare
David Fisher
John Hughes
M. Night Shyamalan
Nick Whitfield
Nirpal Bhogal
Spencer Berger
Guy Nattiv
Steven Palmer Peterson
Jennifer D. Lyne
John Pogue
Kerry Conran
Daniel Myrick
Rawson Marshall Thurber
Richard Linklater
David H. Steinberg
Don Keith Opper
Nancy Dowd
Broderick Miller
Clay Liford
Stephen Geller
Tama Janowitz
James Merendino
Alberto Marini
Fritz Gordon
Fritz Gordon
Julia Leigh
Leslye Headland
Andrea Berloff
Elisa Bell
Stephen King
Zac Stanford
Andrew Kevin Walker
David Birke
Harold Pinter
Austin Vesely
Peter Howitt
Billy Bob Thornton
James Gunn (II)
Wayne Beach
Matt Serword
John M. Maclean
Neil Simon
Ron Gantman
Rita Mae Brown
Tamara Jenkins
Casper Andreas
Chris Millis
Joel Surnow
Woody Allen
Malcolm Ingram
Ed Gass-Donnelly
Ingmar Bergman
Dylan Haggerty (II)
Sherman Alexie
Michael Kane
Joe Carnahan
Roddy Doyle
Guy Ritchie
Katie Dippold
Charles M. Schulz
David Gordon Green
Robert Kirbyson
Garry Williams
Blake Edwards
Theresa Bennett
Alexandre Moratto
Jordan Blady
Steven Soderbergh
Charles Fuller
Abe Burrows
Carl Strathie
Brian Koppelman
Matthew Porterfield
David Corley
Susannah Grant
Michael J. Bassett
Matt McCormick
Ian MacAllister McDonald
Neil LaBute
John Hughes
Neil LaBute
Ernest Lehman
Bob Byington
Jennifer Kaytin Robinson
Henry Jaglom
Paul Fraser
Cate Shortland
Olivier Assayas
Bohdan Sláma
Kriss Turner
Richard Brooks
Betsy Blankenbaker
Callie Khouri
E. Max Frye
Nancy Meyers
John Gay
Adam Grossman
Sofia Coppola
Richard Matheson
Julius Avery
Joe R. Lansdale
Willis Cooper
Ruth Rose
Garth Jennings
Clara Royer
Takeshi Kitano
George Seaton
Kate Barker-Froyland
Terrence Malick
Oscar Millard
Maggie Greenwald
Soon-Mi Yoo
Chloé Zhao
Maggie Greenwald
Jeff Stanzler
Boots Riley
George Tillman Jr.
Mark Monroe
Ernest Lehman
N.C. Heikin
Dylan K. Narang
Larry David
Stephen Anderson
Paul Osborn
Del Shores
Richard Kelly
Richard Tanne
Stanley R. Greenberg
Ted Mann
Brett Rapkin
James L. Brooks
David Mamet
Elissa Matsueda
Aaron Woodley
Christopher Folino
David Mamet
Ricky Gervais
Larry Cohen
Szeto Kam Yuen
Ben Ripley
Stephen Karam
Joseph A. Elmore Jr.
Liz Manashil
Nickolas Perry
Jack Hill
Daniel Simpson
David Koepp
Alvin Sargent
Jeffrey Schwarz
Matthew Aldrich
Joseph Levy
John Fusco
Phil O'Shea
Lee David Zlotoff
William Inge
M. Night Shyamalan
J.B. Guhman
Josh Singer
Jason Dean Hall
Ryan Shiraki
Harmony Korine
Tom Gilroy
Kim Ki-duk
Bruce Springsteen
Storm Saulter
Paul Feig
Robert Rodriguez
Robert Rodriguez
Robert Rodriguez
Noah Baumbach
Lærke Sanderhoff
Ted Melfi
Jeffrey Hatcher
Jerome Sable
Bo Zenga
Noah Haidle
Errol Morris
Stewart Raffill
Adam Alleca
Bob Fosse
Manny Coto
Harve Bennett
Michael Piller
Harold Livingston
David Loughery
George Lucas
George Lucas
George Lucas
Ben Smith
Woody Allen
Jonathan Asser
Ed Neumeier
Ed Neumeier
David Nicholls
David Mamet
Meredith Danluck
Ronald Harwood
Reverge Anselmo
Jason Filardi
David Benioff
Wiebke von Carolsfeld
Mark Polish
Michael Franti
Michèle Ohayon
Bruce Graham
Kyle Schickner
Carl Harbaugh
Brian Jun
Samuel Fuller
Robert Harling
David S. Ward
Mark Obenhaus
Polly Draper
Dana Brown
Chuck Hayward
John Swetnam
John Auerbach
Paul Rudnick
Stephen King
Stephen King
Robert Brinkmann
Felix Van Groeningen
Aaron Sorkin
Alex Gibney
Bob Cringely
Jessica Bendinger
James F. Robinson
Michael McGowan
Bruce Jay Friedman
David Koepp
Adiya Imri Orr
Sharon Guskin
David Guggenheim
Mark Monroe
Angus MacLachlan
Jon Robin Baitz
Roberto Minervini
Nicholas Stoller
Mike Figgis
Todd Solondz
Richard Day
Robert Bloch
Gonzalo Arijón
Eric Garcia
Elise McCredie
Adele Comandini
Herb Meadow
Dee Snider
Robert J. Avrech
Zach Helm
Jim Jarmusch
Colin Bemis
Dustin Feneley
Jack Fessenden
David Rabe
Kôji Takada
Justin Marks
Jane English
Eugene Hess
Neil James
Andrew Bergman
John Pollono
Werner Herzog
Chris Colfer
Al Franken
Tripper Clancy
Josh Boone
Mickey Rose
Larry Cohen
Brent Forrester
Wolfgang Fischer
Philip Chidel
Erik Jendresen
Richard Ayoade
Scott Milam
Erin Dignam
Frank Cappello
Marc Klein
Joseph C. Stinson
Renee Chabria
Abi Morgan
Mandy Nelson
Abe Pogos
David Ayer
Chihiro Ito
Preston Sturges
Todd Komarnicki
Daniel Nocke
Alberto Marini
Olivier Assayas
