player_name,team_name,player_height,country,draft_year,draft_round,college,age,season
Jahidi White,Washington Wizards,205.74,USA,1998,2,Georgetown,27.0,2002-03
J.R. Bremer,Boston Celtics,187.96,USA,Undrafted,Undrafted,St. Bonaventure,22.0,2002-03
Ira Newble,Atlanta Hawks,200.66,USA,Undrafted,Undrafted,Miami (OH),28.0,2002-03
Igor Rakocevic,Minnesota Timberwolves,187.96,Serbia and Montenegro,2000,2,,25.0,2002-03
Hubert Davis,Detroit Pistons,195.58,USA,1992,1,North Carolina,33.0,2002-03
Howard Eisley,New York Knicks,187.96,USA,1994,2,Boston College,30.0,2002-03
Horace Grant,Orlando Magic,208.28,USA,1987,1,Clemson,37.0,2002-03
Hedo Turkoglu,Sacramento Kings,208.28,Turkey,2000,1,,24.0,2002-03
Guy Rucker,Golden State Warriors,205.74,USA,1999,Undrafted,Iowa,25.0,2002-03
Greg Ostertag,Utah Jazz,218.44,USA,1995,1,Kansas,30.0,2002-03
Greg Foster,Toronto Raptors,210.82,USA,1990,2,Texas-El Paso,34.0,2002-03
Jacque Vaughn,Orlando Magic,185.42,USA,1997,1,Kansas,28.0,2002-03
Jared Jeffries,Washington Wizards,210.82,USA,2002,1,Indiana,21.0,2002-03
Jarron Collins,Utah Jazz,210.82,USA,2001,2,Stanford,24.0,2002-03
Jason Caffey,Milwaukee Bucks,203.2,USA,1995,1,Alabama,30.0,2002-03
Joel Przybilla,Milwaukee Bucks,215.9,USA,2000,1,Minnesota,23.0,2002-03
Joe Smith,Minnesota Timberwolves,208.28,USA,1995,1,Maryland,27.0,2002-03
Joe Johnson,Phoenix Suns,200.66,USA,2001,1,Arkansas,22.0,2002-03
Jiri Welsch,Golden State Warriors,200.66,Czech Republic,2002,1,,23.0,2002-03
Jim Jackson,Sacramento Kings,198.12,USA,1992,1,Ohio State,32.0,2002-03
Jeryl Sasser,Orlando Magic,198.12,USA,2001,1,Southern Methodist,24.0,2002-03
Jerry Stackhouse,Washington Wizards,198.12,USA,1995,1,North Carolina,28.0,2002-03
Jerome Williams,Toronto Raptors,205.74,USA,1996,1,Georgetown,30.0,2002-03
Jerome Moiso,New Orleans Hornets,208.28,France,2000,1,UCLA,25.0,2002-03
Jerome James,Seattle SuperSonics,215.9,USA,1998,2,Florida A&M,27.0,2002-03
Jermaine O'Neal,Indiana Pacers,210.82,USA,1996,1,,24.0,2002-03
Jermaine Jackson,Atlanta Hawks,195.58,USA,Undrafted,Undrafted,Detroit Mercy,27.0,2002-03
Jelani McCoy,Toronto Raptors,208.28,USA,1998,2,UCLA,25.0,2002-03
Jeff Trepagnier,Denver Nuggets,193.04,USA,2001,2,Southern California,23.0,2002-03
Jeff McInnis,Portland Trail Blazers,193.04,USA,1996,2,North Carolina,28.0,2002-03
Jeff Foster,Indiana Pacers,210.82,USA,1999,1,Texas State,26.0,2002-03
Jay Williams,Chicago Bulls,187.96,USA,2002,1,Duke,21.0,2002-03
Jason Williams,Memphis Grizzlies,185.42,USA,1998,1,Florida,27.0,2002-03
Jason Terry,Atlanta Hawks,187.96,USA,1999,1,Arizona,25.0,2002-03
Jason Richardson,Golden State Warriors,198.12,USA,2001,1,Michigan State,22.0,2002-03
Jason Kidd,New Jersey Nets,193.04,USA,1994,1,California,30.0,2002-03
Jason Collins,New Jersey Nets,213.36,USA,2001,1,Stanford,24.0,2002-03
Jason Collier,Houston Rockets,213.36,USA,2000,1,Georgia Tech,25.0,2002-03
Greg Buckner,Philadelphia 76ers,193.04,USA,1998,2,Clemson,26.0,2002-03
Darvin Ham,Atlanta Hawks,200.66,USA,Undrafted,Undrafted,Texas Tech,29.0,2002-03
Grant Long,Boston Celtics,205.74,USA,1988,2,Eastern Michigan,37.0,2002-03
Gordan Giricek,Orlando Magic,198.12,Croatia,1999,2,,26.0,2002-03
Eddie House,Miami Heat,185.42,USA,2000,2,Arizona State,25.0,2002-03
Eddie Griffin,Houston Rockets,208.28,USA,2001,1,Seton Hall,21.0,2002-03
Earl Watson,Memphis Grizzlies,185.42,USA,2001,2,UCLA,24.0,2002-03
Earl Boykins,Golden State Warriors,165.1,USA,Undrafted,Undrafted,Eastern Michigan,27.0,2002-03
Drew Gooden,Orlando Magic,208.28,USA,2002,1,Kansas,21.0,2002-03
Doug Christie,Sacramento Kings,198.12,USA,1992,1,Pepperdine,33.0,2002-03
Donyell Marshall,Chicago Bulls,205.74,USA,1994,1,Connecticut,30.0,2002-03
Donny Marshall,New Jersey Nets,200.66,USA,1995,2,Connecticut,30.0,2002-03
Donnell Harvey,Denver Nuggets,203.2,USA,2000,1,Florida,22.0,2002-03
Don Reid,Detroit Pistons,203.2,USA,1995,2,Georgetown,29.0,2002-03
Dirk Nowitzki,Dallas Mavericks,213.36,Germany,1998,1,,25.0,2002-03
Dion Glover,Atlanta Hawks,195.58,USA,1999,1,Georgia Tech,24.0,2002-03
Dikembe Mutombo,New Jersey Nets,218.44,Congo,1991,1,Georgetown,37.0,2002-03
Devin Brown,Denver Nuggets,195.58,USA,Undrafted,Undrafted,Texas-San Antonio,24.0,2002-03
Devean George,Los Angeles Lakers,203.2,USA,1999,1,Augsburg,25.0,2002-03
Desmond Mason,Milwaukee Bucks,195.58,USA,2000,1,Oklahoma State,25.0,2002-03
Derrick Coleman,Philadelphia 76ers,208.28,USA,1990,1,Syracuse,36.0,2002-03
Derek Fisher,Los Angeles Lakers,185.42,USA,1996,1,Arkansas-Little Rock,28.0,2002-03
Derek Anderson,Portland Trail Blazers,195.58,USA,1997,1,Kentucky,28.0,2002-03
Dean Oliver,Golden State Warriors,180.34,USA,Undrafted,Undrafted,Iowa,24.0,2002-03
DeShawn Stevenson,Utah Jazz,195.58,USA,2000,1,,22.0,2002-03
DeSagana Diop,Cleveland Cavaliers,213.36,Senegal,2001,1,,21.0,2002-03
David Wesley,New Orleans Hornets,185.42,USA,Undrafted,Undrafted,Baylor,32.0,2002-03
Eddie Jones,Miami Heat,198.12,USA,1994,1,Temple,31.0,2002-03
Grant Hill,Orlando Magic,203.2,USA,1994,1,Duke,30.0,2002-03
Eddie Robinson,Chicago Bulls,205.74,USA,Undrafted,Undrafted,Central Oklahoma,27.0,2002-03
Eduardo Najera,Dallas Mavericks,203.2,Mexico,2000,2,Oklahoma,26.0,2002-03
Glenn Robinson,Atlanta Hawks,200.66,USA,1994,1,Purdue,30.0,2002-03
Randy Livingston,New Orleans Hornets,193.04,USA,1996,2,Louisiana State,28.0,2002-03
Gilbert Arenas,Golden State Warriors,190.5,USA,2001,2,Arizona,21.0,2002-03
Gerald Wallace,Sacramento Kings,200.66,USA,2001,1,Alabama,20.0,2002-03
George Lynch,New Orleans Hornets,203.2,USA,1993,1,North Carolina,32.0,2002-03
Gary Trent,Minnesota Timberwolves,203.2,USA,1995,1,Ohio,28.0,2002-03
Gary Payton,Milwaukee Bucks,193.04,USA,1990,1,Oregon State,34.0,2002-03
Fred Jones,Indiana Pacers,187.96,USA,2002,1,Oregon,24.0,2002-03
Fred Hoiberg,Chicago Bulls,195.58,USA,1995,2,Iowa State,30.0,2002-03
Frank Williams,New York Knicks,190.5,USA,2002,1,Illinois,23.0,2002-03
Eddy Curry,Chicago Bulls,210.82,USA,2001,1,,20.0,2002-03
Flip Murray,Seattle SuperSonics,193.04,USA,2002,2,Shaw,23.0,2002-03
Etan Thomas,Washington Wizards,208.28,USA,2000,1,Syracuse,25.0,2002-03
Ervin Johnson,Milwaukee Bucks,210.82,USA,1993,1,New Orleans,35.0,2002-03
Erick Strickland,Indiana Pacers,190.5,USA,Undrafted,Undrafted,Nebraska,29.0,2002-03
Erick Dampier,Golden State Warriors,210.82,USA,1996,1,Mississippi State,27.0,2002-03
Eric Williams,Boston Celtics,203.2,USA,1995,1,Providence,30.0,2002-03
Eric Snow,Philadelphia 76ers,190.5,USA,1995,2,Michigan State,30.0,2002-03
Eric Piatkowski,Los Angeles Clippers,198.12,USA,1994,1,Nebraska,32.0,2002-03
Emanual Davis,Atlanta Hawks,195.58,USA,Undrafted,Undrafted,Delaware State,34.0,2002-03
Elton Brand,Los Angeles Clippers,203.2,USA,1999,1,Duke,24.0,2002-03
Elden Campbell,Seattle SuperSonics,213.36,USA,1990,1,Clemson,34.0,2002-03
Efthimios Rentzias,Philadelphia 76ers,210.82,Greece,1996,1,,27.0,2002-03
Evan Eschmeyer,Dallas Mavericks,210.82,USA,1999,2,Northwestern,28.0,2002-03
Randy Brown,Phoenix Suns,187.96,USA,1991,2,New Mexico State,35.0,2002-03
Brevin Knight,Milwaukee Bucks,177.8,USA,1997,1,Stanford,28.0,2003-04
Jumaine Jones,Boston Celtics,203.2,USA,1999,1,Georgia,25.0,2003-04
Zydrunas Ilgauskas,Cleveland Cavaliers,220.98,Lithuania,1996,1,,29.0,2003-04
Chris Wilcox,Los Angeles Clippers,208.28,USA,2002,1,Maryland,21.0,2003-04
Chris Whitney,Washington Wizards,182.88,USA,1993,2,Clemson,32.0,2003-04
Chris Webber,Sacramento Kings,208.28,USA,1993,1,Michigan,31.0,2003-04
Chris Mihm,Boston Celtics,213.36,USA,2000,1,Texas,24.0,2003-04
Chris Kaman,Los Angeles Clippers,213.36,USA,2003,1,Central Michigan,22.0,2003-04
Chris Jefferies,Chicago Bulls,203.2,USA,2002,1,Fresno State,24.0,2003-04
Chris Crawford,Atlanta Hawks,205.74,USA,1997,2,Marquette,29.0,2003-04
Chris Bosh,Toronto Raptors,208.28,USA,2003,1,Georgia Tech,20.0,2003-04
Chris Andersen,Denver Nuggets,208.28,USA,Undrafted,Undrafted,Blinn,25.0,2003-04
Cherokee Parks,Golden State Warriors,210.82,USA,1995,1,Duke,31.0,2003-04
Chauncey Billups,Detroit Pistons,190.5,USA,1997,1,Colorado,27.0,2003-04
Charlie Ward,San Antonio Spurs,187.96,USA,1994,1,Florida State,33.0,2003-04
Charles Oakley,Houston Rockets,205.74,USA,1985,1,Virginia Union,40.0,2003-04
Cezary Trybanski,New York Knicks,218.44,Poland,Undrafted,Undrafted,,24.0,2003-04
Casey Jacobsen,Phoenix Suns,198.12,USA,2002,1,Stanford,23.0,2003-04
Caron Butler,Miami Heat,200.66,USA,2002,1,Connecticut,24.0,2003-04
Carmelo Anthony,Denver Nuggets,203.2,USA,2003,1,Syracuse,20.0,2003-04
Carlos Boozer,Cleveland Cavaliers,205.74,USA,2002,2,Duke,22.0,2003-04
Carlos Arroyo,Utah Jazz,187.96,Puerto Rico,Undrafted,Undrafted,Florida International,24.0,2003-04
Calvin Booth,Seattle SuperSonics,210.82,USA,1999,2,Penn State,28.0,2003-04
Calbert Cheaney,Golden State Warriors,200.66,USA,1993,1,Indiana,32.0,2003-04
Bryon Russell,Los Angeles Lakers,200.66,USA,1993,2,Long Beach State,33.0,2003-04
Bryce Drew,New Orleans Hornets,190.5,USA,1998,1,Valparaiso,29.0,2003-04
Christian Laettner,Washington Wizards,210.82,USA,1992,1,Duke,34.0,2003-04
Chucky Atkins,Boston Celtics,180.34,USA,Undrafted,Undrafted,South Florida,29.0,2003-04
Clar. Weatherspoon,Houston Rockets,200.66,USA,1992,1,Southern Mississippi,33.0,2003-04
Clifford Robinson,Golden State Warriors,208.28,USA,1989,2,Connecticut,37.0,2003-04
David Wesley,New Orleans Hornets,185.42,USA,Undrafted,Undrafted,Baylor,33.0,2003-04
Darvin Ham,Detroit Pistons,200.66,USA,Undrafted,Undrafted,Texas Tech,30.0,2003-04
Darrick Martin,Minnesota Timberwolves,180.34,USA,Undrafted,Undrafted,UCLA,33.0,2003-04
Darrell Armstrong,New Orleans Hornets,185.42,USA,Undrafted,Undrafted,Fayetteville State,36.0,2003-04
Darko Milicic,Detroit Pistons,213.36,Serbia,2003,1,,19.0,2003-04
Darius Songaila,Sacramento Kings,205.74,Lithuania,2002,2,Wake Forest,26.0,2003-04
Darius Miles,Portland Trail Blazers,205.74,USA,2000,1,,22.0,2003-04
Danny Fortson,Dallas Mavericks,203.2,USA,1997,1,Cincinnati,28.0,2003-04
Daniel Santiago,Milwaukee Bucks,215.9,Puerto Rico,Undrafted,Undrafted,Saint Vincent,28.0,2003-04
Dana Barros,Boston Celtics,180.34,USA,1989,1,Boston College,37.0,2003-04
Dan Langhi,Milwaukee Bucks,210.82,USA,2000,2,Vanderbilt,26.0,2003-04
Bruno Sundov,New York Knicks,218.44,Croatia,1998,2,,24.0,2003-04
Dan Gadzuric,Milwaukee Bucks,210.82,Netherlands,2002,2,UCLA,26.0,2003-04
Damone Brown,New Jersey Nets,203.2,USA,2001,2,Syracuse,25.0,2003-04
Damon Stoudamire,Portland Trail Blazers,177.8,USA,1995,1,Arizona,30.0,2003-04
Damon Jones,Milwaukee Bucks,190.5,USA,Undrafted,Undrafted,Houston,27.0,2003-04
Dale Davis,Portland Trail Blazers,210.82,USA,1991,1,Clemson,35.0,2003-04
Dajuan Wagner,Cleveland Cavaliers,187.96,USA,2002,1,Memphis,21.0,2003-04
Dahntay Jones,Memphis Grizzlies,198.12,USA,2003,1,Duke,23.0,2003-04
Cuttino Mobley,Houston Rockets,193.04,USA,1998,2,Rhode Island,28.0,2003-04
Curtis Borchardt,Utah Jazz,213.36,USA,2002,1,Stanford,23.0,2003-04
Corliss Williamson,Detroit Pistons,200.66,USA,1995,1,Arkansas,30.0,2003-04
Corie Blount,Toronto Raptors,208.28,USA,1993,1,Cincinnati,35.0,2003-04
Corey Maggette,Los Angeles Clippers,198.12,USA,1999,1,Duke,24.0,2003-04
Dan Dickau,Portland Trail Blazers,182.88,USA,2002,1,Gonzaga,25.0,2003-04
David West,New Orleans Hornets,205.74,USA,2003,1,Xavier,23.0,2003-04
Bruce Bowen,San Antonio Spurs,200.66,USA,Undrafted,Undrafted,Cal State-Fullerton,33.0,2003-04
Brian Skinner,Milwaukee Bucks,205.74,USA,1998,1,Baylor,28.0,2003-04
Antonio Daniels,Seattle SuperSonics,193.04,USA,1997,1,Bowling Green,29.0,2003-04
Antonio Davis,Chicago Bulls,205.74,USA,1990,2,Texas-El Paso,35.0,2003-04
Antonio McDyess,Phoenix Suns,205.74,USA,1995,1,Alabama,29.0,2003-04
Austin Croshere,Indiana Pacers,208.28,USA,1997,1,Providence,29.0,2003-04
Avery Johnson,Golden State Warriors,180.34,USA,Undrafted,Undrafted,Southern,39.0,2003-04
Baron Davis,New Orleans Hornets,190.5,USA,1999,1,UCLA,25.0,2003-04
Ben Handlogten,Utah Jazz,208.28,USA,Undrafted,Undrafted,Western Michigan,30.0,2003-04
Ben Wallace,Detroit Pistons,205.74,USA,Undrafted,Undrafted,Virginia Union,29.0,2003-04
Bimbo Coles,Miami Heat,187.96,USA,1990,2,Virginia Tech,36.0,2003-04
Bo Outlaw,Memphis Grizzlies,203.2,USA,Undrafted,Undrafted,Houston,33.0,2003-04
Bob Sura,Atlanta Hawks,195.58,USA,1995,1,Florida State,31.0,2003-04
Bobby Jackson,Sacramento Kings,185.42,USA,1997,1,Minnesota,31.0,2003-04
Bobby Simmons,Los Angeles Clippers,198.12,USA,2001,2,DePaul,24.0,2003-04
Bonzi Wells,Memphis Grizzlies,195.58,USA,1998,1,Ball State,27.0,2003-04
Boris Diaw,Atlanta Hawks,203.2,France,2003,1,,22.0,2003-04
Bostjan Nachbar,Houston Rockets,205.74,Slovenia,2002,1,,23.0,2003-04
Brad Miller,Sacramento Kings,213.36,USA,Undrafted,Undrafted,Purdue,28.0,2003-04
Brandon Armstrong,New Jersey Nets,195.58,USA,2001,1,Pepperdine,24.0,2003-04
Brandon Hunter,Boston Celtics,200.66,USA,2003,2,Ohio,23.0,2003-04
Brendan Haywood,Washington Wizards,213.36,USA,2001,1,North Carolina,24.0,2003-04
Brent Barry,Seattle SuperSonics,198.12,USA,1995,1,Oregon State,32.0,2003-04
Kareem Rush,Los Angeles Lakers,198.12,USA,2002,1,Missouri,23.0,2003-04
Karl Malone,Los Angeles Lakers,205.74,USA,1985,1,Louisiana Tech,40.0,2003-04
Antoine Walker,Dallas Mavericks,205.74,USA,1996,1,Kentucky,27.0,2003-04
Anthony Peeler,Sacramento Kings,193.04,USA,1992,1,Missouri,34.0,2003-04
Anthony Johnson,Indiana Pacers,190.5,USA,1997,2,College of Charleston,29.0,2003-04
Anthony Goldwire,New Jersey Nets,187.96,USA,1994,2,Houston,32.0,2003-04
Brian Scalabrine,New Jersey Nets,205.74,USA,2001,2,Southern California,26.0,2003-04
Brian Grant,Miami Heat,205.74,USA,1994,1,Xavier,32.0,2003-04
Brian Cook,Los Angeles Lakers,205.74,USA,2003,1,Illinois,23.0,2003-04
Aaron McKie,Philadelphia 76ers,195.58,USA,1994,1,Temple,31.0,2003-04
Aaron Williams,New Jersey Nets,205.74,USA,Undrafted,Undrafted,Xavier,32.0,2003-04
Adonal Foyle,Golden State Warriors,208.28,St. Vincent & Grenadines,1997,1,Colgate,29.0,2003-04
Adrian Griffin,Houston Rockets,195.58,USA,Undrafted,Undrafted,Seton Hall,29.0,2003-04
Al Harrington,Indiana Pacers,205.74,USA,1998,1,,24.0,2003-04
Alan Henderson,Atlanta Hawks,205.74,USA,1995,1,Indiana,31.0,2003-04
Alex Garcia,San Antonio Spurs,190.5,USA,Undrafted,Undrafted,,24.0,2003-04
Allan Houston,New York Knicks,198.12,USA,1993,1,Tennessee,33.0,2003-04
Britton Johnsen,Orlando Magic,208.28,USA,Undrafted,Undrafted,Utah,24.0,2003-04
Allen Iverson,Philadelphia 76ers,182.88,USA,1996,1,Georgetown,29.0,2003-04
Alton Ford,Houston Rockets,205.74,USA,2001,2,Houston,23.0,2003-04
Alvin Williams,Toronto Raptors,195.58,USA,1997,2,Villanova,29.0,2003-04
Amal McCaskill,Philadelphia 76ers,210.82,USA,1996,2,Marquette,30.0,2003-04
Amar'e Stoudemire,Phoenix Suns,208.28,USA,2002,1,,21.0,2003-04
Andre Miller,Denver Nuggets,187.96,USA,1999,1,Utah,28.0,2003-04
Andrei Kirilenko,Utah Jazz,205.74,Russia,1999,1,,23.0,2003-04
Andrew DeClercq,Orlando Magic,208.28,USA,1995,2,Florida,31.0,2003-04
Anfernee Hardaway,New York Knicks,200.66,USA,1993,1,Memphis,32.0,2003-04
Ansu Sesay,Seattle SuperSonics,205.74,USA,1998,2,Mississippi,27.0,2003-04
Antawn Jamison,Dallas Mavericks,205.74,USA,1998,1,North Carolina,28.0,2003-04
Anthony Carter,San Antonio Spurs,187.96,USA,Undrafted,Undrafted,Hawaii,29.0,2003-04
Alonzo Mourning,New Jersey Nets,208.28,USA,1992,1,Georgetown,34.0,2003-04
Kedrick Brown,Cleveland Cavaliers,200.66,USA,2001,1,Northwest Florida State,23.0,2003-04
DeSagana Diop,Cleveland Cavaliers,213.36,Senegal,2001,1,,22.0,2003-04
DerMarr Johnson,New York Knicks,205.74,USA,2000,1,Cincinnati,24.0,2003-04
Jason Collins,New Jersey Nets,213.36,USA,2001,1,Stanford,25.0,2003-04
Jason Collier,Atlanta Hawks,213.36,USA,2000,1,Georgia Tech,26.0,2003-04
Jarvis Hayes,Washington Wizards,200.66,USA,2003,1,Georgia,22.0,2003-04
Jarron Collins,Utah Jazz,210.82,USA,2001,2,Stanford,25.0,2003-04
Jared Jeffries,Washington Wizards,210.82,USA,2002,1,Indiana,22.0,2003-04
Jannero Pargo,Chicago Bulls,185.42,USA,Undrafted,Undrafted,Arkansas,24.0,2003-04
Jamison Brewer,Indiana Pacers,193.04,USA,2001,2,Auburn,23.0,2003-04
James Posey,Memphis Grizzlies,203.2,USA,1999,1,Xavier,27.0,2003-04
James Jones,Indiana Pacers,203.2,USA,2003,2,Miami (FL),23.0,2003-04
Jamal Sampson,Los Angeles Lakers,210.82,USA,2002,2,California,21.0,2003-04
Jamal Mashburn,New Orleans Hornets,203.2,USA,1993,1,Kentucky,31.0,2003-04
Jamal Crawford,Chicago Bulls,195.58,USA,2000,1,Michigan,24.0,2003-04
Jamaal Tinsley,Indiana Pacers,190.5,USA,2001,1,Iowa State,26.0,2003-04
Jamaal Magloire,New Orleans Hornets,210.82,Canada,2000,1,Kentucky,26.0,2003-04
Jalen Rose,Toronto Raptors,203.2,USA,1994,1,Michigan,31.0,2003-04
Jake Voskuhl,Phoenix Suns,210.82,USA,2000,2,Connecticut,26.0,2003-04
Jake Tsakalidis,Memphis Grizzlies,218.44,Greece,2000,1,,25.0,2003-04
Jahidi White,Phoenix Suns,205.74,USA,1998,2,Georgetown,28.0,2003-04
Jacque Vaughn,Atlanta Hawks,185.42,USA,1997,1,Kansas,29.0,2003-04
Jabari Smith,Sacramento Kings,210.82,USA,2000,2,Louisiana State,27.0,2003-04
J.R. Bremer,Golden State Warriors,187.96,USA,Undrafted,Undrafted,St. Bonaventure,23.0,2003-04
Ira Newble,Cleveland Cavaliers,200.66,USA,Undrafted,Undrafted,Miami (OH),29.0,2003-04
Ime Udoka,Los Angeles Lakers,195.58,USA,Undrafted,Undrafted,Portland State,26.0,2003-04
Jason Hart,San Antonio Spurs,190.5,USA,2000,2,Syracuse,26.0,2003-04
Jason Kapono,Cleveland Cavaliers,203.2,USA,2003,2,UCLA,23.0,2003-04
Jason Kidd,New Jersey Nets,193.04,USA,1994,1,California,31.0,2003-04
Jason Richardson,Golden State Warriors,198.12,USA,2001,1,Michigan State,23.0,2003-04
Juan Dixon,Washington Wizards,190.5,USA,2002,1,Maryland,25.0,2003-04
Josh Howard,Dallas Mavericks,200.66,USA,2003,1,Wake Forest,24.0,2003-04
Josh Davis,Atlanta Hawks,203.2,USA,Undrafted,Undrafted,Wyoming,23.0,2003-04
Jonathan Bender,Indiana Pacers,213.36,USA,1999,1,,23.0,2003-04
Kaniel Dickens,Portland Trail Blazers,203.2,USA,2000,2,Idaho,25.0,2003-04
John Wallace,Miami Heat,205.74,USA,1996,1,Syracuse,30.0,2003-04
John Salmons,Philadelphia 76ers,200.66,USA,2002,1,Miami (FL),24.0,2003-04
Joel Przybilla,Atlanta Hawks,215.9,USA,2000,1,Minnesota,24.0,2003-04
Joe Smith,Milwaukee Bucks,208.28,USA,1995,1,Maryland,28.0,2003-04
Joe Johnson,Phoenix Suns,200.66,USA,2001,1,Arkansas,23.0,2003-04
Jiri Welsch,Boston Celtics,200.66,Czech Republic,2002,1,,24.0,2003-04
Hubert Davis,New Jersey Nets,195.58,USA,1992,1,North Carolina,34.0,2003-04
Jim Jackson,Houston Rockets,198.12,USA,1992,1,Ohio State,33.0,2003-04
Jerome Williams,Chicago Bulls,205.74,USA,1996,1,Georgetown,31.0,2003-04
Jerome Moiso,Toronto Raptors,208.28,France,2000,1,UCLA,26.0,2003-04
Jerome James,Seattle SuperSonics,215.9,USA,1998,2,Florida A&M,28.0,2003-04
Jerome Beasley,Miami Heat,205.74,USA,2003,2,North Dakota,24.0,2003-04
Jermaine O'Neal,Indiana Pacers,210.82,USA,1996,1,,25.0,2003-04
Jelani McCoy,Cleveland Cavaliers,208.28,USA,1998,2,UCLA,26.0,2003-04
Jeff Trepagnier,Denver Nuggets,193.04,USA,2001,2,Southern California,24.0,2003-04
Jeff McInnis,Cleveland Cavaliers,193.04,USA,1996,2,North Carolina,29.0,2003-04
Jeff Foster,Indiana Pacers,210.82,USA,1999,1,Texas State,27.0,2003-04
Jason Williams,Memphis Grizzlies,185.42,USA,1998,1,Florida,28.0,2003-04
Jason Terry,Atlanta Hawks,187.96,USA,1999,1,Arizona,26.0,2003-04
Jerry Stackhouse,Washington Wizards,198.12,USA,1995,1,North Carolina,29.0,2003-04
DeShawn Stevenson,Orlando Magic,195.58,USA,2000,1,,23.0,2003-04
Howard Eisley,Phoenix Suns,187.96,USA,1994,2,Boston College,31.0,2003-04
Hiram Fuller,Atlanta Hawks,205.74,USA,Undrafted,Undrafted,Fresno State,23.0,2003-04
Eddie Jones,Miami Heat,198.12,USA,1994,1,Temple,32.0,2003-04
Eddie House,Los Angeles Clippers,185.42,USA,2000,2,Arizona State,26.0,2003-04
Eddie Gill,Portland Trail Blazers,182.88,USA,Undrafted,Undrafted,Weber State,25.0,2003-04
Earl Watson,Memphis Grizzlies,185.42,USA,2001,2,UCLA,25.0,2003-04
Earl Boykins,Denver Nuggets,165.1,USA,Undrafted,Undrafted,Eastern Michigan,28.0,2003-04
Dwyane Wade,Miami Heat,193.04,USA,2003,1,Marquette,22.0,2003-04
Drew Gooden,Orlando Magic,208.28,USA,2002,1,Kansas,22.0,2003-04
Doug Overton,Los Angeles Clippers,190.5,USA,1991,2,La Salle,34.0,2003-04
Doug Christie,Sacramento Kings,198.12,USA,1992,1,Pepperdine,34.0,2003-04
Donyell Marshall,Toronto Raptors,205.74,USA,1994,1,Connecticut,31.0,2003-04
Donnell Harvey,Phoenix Suns,203.2,USA,2000,1,Florida,23.0,2003-04
Dirk Nowitzki,Dallas Mavericks,213.36,Germany,1998,1,,26.0,2003-04
Dion Glover,Toronto Raptors,195.58,USA,1999,1,Georgia Tech,25.0,2003-04
Dikembe Mutombo,New York Knicks,218.44,Congo,1991,1,Georgetown,38.0,2003-04
Devin Brown,San Antonio Spurs,195.58,USA,Undrafted,Undrafted,Texas-San Antonio,25.0,2003-04
Devean George,Los Angeles Lakers,203.2,USA,1999,1,Augsburg,26.0,2003-04
Desmond Penigar,Orlando Magic,200.66,USA,Undrafted,Undrafted,Utah State,22.0,2003-04
Desmond Mason,Milwaukee Bucks,195.58,USA,2000,1,Oklahoma State,26.0,2003-04
Desmond Ferguson,Portland Trail Blazers,200.66,USA,Undrafted,Undrafted,Detroit Mercy,26.0,2003-04
Derrick Dial,Orlando Magic,193.04,USA,1998,2,Eastern Michigan,28.0,2003-04
Derrick Coleman,Philadelphia 76ers,208.28,USA,1990,1,Syracuse,37.0,2003-04
Derek Fisher,Los Angeles Lakers,185.42,USA,1996,1,Arkansas-Little Rock,29.0,2003-04
Derek Anderson,Portland Trail Blazers,195.58,USA,1997,1,Kentucky,29.0,2003-04
Eddie Robinson,Chicago Bulls,205.74,USA,Undrafted,Undrafted,Central Oklahoma,28.0,2003-04
Eddy Curry,Chicago Bulls,210.82,USA,2001,1,,21.0,2003-04
Eduardo Najera,Dallas Mavericks,203.2,Mexico,2000,2,Oklahoma,27.0,2003-04
Elden Campbell,Detroit Pistons,213.36,USA,1990,1,Clemson,35.0,2003-04
Hedo Turkoglu,San Antonio Spurs,208.28,Turkey,2000,1,,25.0,2003-04
Greg Ostertag,Utah Jazz,218.44,USA,1995,1,Kansas,31.0,2003-04
Greg Buckner,Philadelphia 76ers,193.04,USA,1998,2,Clemson,27.0,2003-04
Gordan Giricek,Utah Jazz,195.58,Croatia,1999,2,,27.0,2003-04
Glenn Robinson,Philadelphia 76ers,200.66,USA,1994,1,Purdue,31.0,2003-04
Glen Rice,Los Angeles Clippers,203.2,USA,1989,1,Michigan,37.0,2003-04
Gilbert Arenas,Washington Wizards,190.5,USA,2001,2,Arizona,22.0,2003-04
Gerald Wallace,Sacramento Kings,200.66,USA,2001,1,Alabama,21.0,2003-04
George Lynch,New Orleans Hornets,203.2,USA,1993,1,North Carolina,33.0,2003-04
Gary Trent,Minnesota Timberwolves,203.2,USA,1995,1,Ohio,29.0,2003-04
Gary Payton,Los Angeles Lakers,193.04,USA,1990,1,Oregon State,35.0,2003-04
Horace Grant,Los Angeles Lakers,208.28,USA,1987,1,Clemson,38.0,2003-04
Fred Jones,Indiana Pacers,187.96,USA,2002,1,Oregon,25.0,2003-04
Frank Williams,New York Knicks,190.5,USA,2002,1,Illinois,24.0,2003-04
Francisco Elson,Denver Nuggets,213.36,Netherlands,1999,2,California,28.0,2003-04
Flip Murray,Seattle SuperSonics,193.04,USA,2002,2,Shaw,24.0,2003-04
Etan Thomas,Washington Wizards,208.28,USA,2000,1,Syracuse,26.0,2003-04
Ervin Johnson,Minnesota Timberwolves,210.82,USA,1993,1,New Orleans,36.0,2003-04
